time (s),A0 (V),A1 (V),B0 (V),B1 (V),O0 (V),O1 (V),O2 (V),O3 (V),V01 (V),V2 (V),V3 (V)
130.8E-9,0.000,1.200,0.000,0.000,177.7E-3,1.200,85.41E-6,55.58E-6,39.87E-6,42.31E-6,43.95E-6
130.9E-9,0.000,1.200,0.000,0.000,116.8E-3,1.200,70.68E-6,45.72E-6,32.87E-6,34.88E-6,36.23E-6
130.9E-9,0.000,1.200,0.000,0.000,70.97E-3,1.200,54.19E-6,34.85E-6,25.05E-6,26.58E-6,27.61E-6
131.0E-9,0.000,1.200,0.000,0.000,34.90E-3,1.200,35.35E-6,22.55E-6,16.16E-6,17.15E-6,17.81E-6
131.1E-9,0.000,1.200,0.000,0.000,17.07E-3,1.200,21.87E-6,13.83E-6,9.858E-6,10.46E-6,10.86E-6
131.2E-9,0.000,1.200,0.000,0.000,7.443E-3,1.200,12.13E-6,7.563E-6,5.344E-6,5.670E-6,5.887E-6
131.3E-9,0.000,1.200,0.000,0.000,2.839E-3,1.200,5.990E-6,3.644E-6,2.536E-6,2.689E-6,2.791E-6
131.4E-9,0.000,1.200,0.000,0.000,767.4E-6,1.200,2.413E-6,1.378E-6,922.6E-9,976.8E-9,1.013E-6
131.5E-9,0.000,1.200,0.000,0.000,114.4E-6,1.200,862.1E-9,407.1E-9,240.8E-9,253.1E-9,261.1E-9
131.8E-9,0.000,1.200,0.000,0.000,-6.178E-6,1.200,454.8E-9,156.2E-9,67.04E-9,68.61E-9,69.64E-9
132.1E-9,0.000,1.200,0.000,0.000,4.570E-6,1.200,439.1E-9,147.7E-9,62.90E-9,64.15E-9,64.99E-9
132.6E-9,0.000,1.200,0.000,0.000,-3.216E-6,1.200,440.3E-9,147.6E-9,61.46E-9,62.64E-9,63.42E-9
133.6E-9,0.000,1.200,0.000,0.000,3.938E-6,1.200,433.1E-9,143.2E-9,59.25E-9,60.23E-9,60.87E-9
134.9E-9,0.000,1.200,0.000,0.000,-2.991E-6,1.200,432.9E-9,142.6E-9,57.69E-9,58.59E-9,59.18E-9
136.7E-9,0.000,1.200,0.000,0.000,3.814E-6,1.200,428.4E-9,140.0E-9,56.69E-9,57.48E-9,57.99E-9
138.4E-9,0.000,1.200,0.000,0.000,-2.911E-6,1.200,429.2E-9,140.1E-9,55.77E-9,56.54E-9,57.03E-9
140.0E-9,0.000,1.200,0.000,0.000,3.740E-6,1.200,426.5E-9,138.6E-9,55.61E-9,56.32E-9,56.77E-9
140.0E-9,75.00E-3,1.200,0.000,0.000,3.193E-6,1.200,1.882E-6,1.121E-6,746.2E-9,784.0E-9,809.6E-9
140.0E-9,194.2E-3,1.200,0.000,0.000,4.664E-6,1.200,3.610E-6,2.425E-6,1.674E-6,1.769E-6,1.833E-6
140.0E-9,253.8E-3,1.200,0.000,0.000,5.897E-6,1.200,4.338E-6,3.015E-6,2.084E-6,2.204E-6,2.286E-6
140.1E-9,373.0E-3,1.200,0.000,0.000,7.255E-6,1.200,5.652E-6,4.074E-6,2.801E-6,2.966E-6,3.079E-6
140.1E-9,463.5E-3,1.200,0.000,0.000,8.482E-6,1.200,6.595E-6,4.873E-6,3.301E-6,3.497E-6,3.630E-6
140.1E-9,520.5E-3,1.200,0.000,0.000,9.198E-6,1.200,7.304E-6,5.510E-6,3.651E-6,3.868E-6,4.016E-6
140.1E-9,583.2E-3,1.200,0.000,0.000,10.38E-6,1.200,8.396E-6,6.561E-6,4.160E-6,4.407E-6,4.575E-6
140.1E-9,631.5E-3,1.200,0.000,0.000,11.73E-6,1.200,9.774E-6,7.886E-6,4.768E-6,5.049E-6,5.240E-6
140.1E-9,659.2E-3,1.200,0.000,0.000,12.94E-6,1.200,10.95E-6,8.993E-6,5.280E-6,5.590E-6,5.801E-6
140.1E-9,689.6E-3,1.200,0.000,0.000,14.61E-6,1.200,12.60E-6,10.55E-6,6.012E-6,6.364E-6,6.604E-6
140.1E-9,720.0E-3,1.200,0.000,0.000,16.70E-6,1.200,14.63E-6,12.49E-6,6.924E-6,7.327E-6,7.603E-6
140.1E-9,750.1E-3,1.200,0.000,0.000,19.15E-6,1.200,17.04E-6,14.80E-6,8.002E-6,8.467E-6,8.785E-6
140.1E-9,782.6E-3,1.200,0.000,0.000,22.29E-6,1.200,20.11E-6,17.78E-6,9.375E-6,9.918E-6,10.29E-6
140.1E-9,841.8E-3,1.200,0.000,0.000,29.32E-6,1.200,27.00E-6,24.52E-6,12.45E-6,13.17E-6,13.66E-6
140.1E-9,875.7E-3,1.200,0.000,0.000,34.17E-6,1.200,31.77E-6,29.19E-6,14.57E-6,15.41E-6,15.98E-6
140.1E-9,899.9E-3,1.200,0.000,0.000,38.14E-6,1.200,35.66E-6,32.98E-6,16.28E-6,17.22E-6,17.86E-6
140.2E-9,923.1E-3,1.200,0.000,0.000,42.45E-6,1.200,39.86E-6,37.05E-6,18.13E-6,19.18E-6,19.89E-6
140.2E-9,948.2E-3,1.200,0.000,0.000,47.39E-6,1.200,44.65E-6,41.75E-6,20.28E-6,21.46E-6,22.27E-6
140.2E-9,972.2E-3,1.200,0.000,0.000,52.07E-6,1.200,49.16E-6,46.28E-6,22.37E-6,23.68E-6,24.57E-6
140.2E-9,998.4E-3,1.200,0.000,0.000,56.84E-6,1.200,53.76E-6,50.99E-6,24.53E-6,25.97E-6,26.95E-6
140.2E-9,1.023,1.200,0.000,0.000,61.04E-6,1.200,57.84E-6,55.20E-6,26.42E-6,27.97E-6,29.04E-6
140.2E-9,1.049,1.200,0.000,0.000,65.34E-6,1.200,62.07E-6,59.57E-6,28.34E-6,30.01E-6,31.14E-6
140.2E-9,1.068,1.200,0.000,0.000,68.31E-6,1.200,65.07E-6,62.72E-6,29.71E-6,31.45E-6,32.64E-6
140.2E-9,1.084,1.200,0.000,0.000,70.68E-6,1.200,67.51E-6,65.35E-6,30.83E-6,32.64E-6,33.86E-6
140.2E-9,1.102,1.200,0.000,0.000,73.15E-6,1.200,70.11E-6,68.21E-6,32.02E-6,33.88E-6,35.15E-6
140.2E-9,1.119,1.200,0.000,0.000,75.38E-6,1.200,72.49E-6,70.82E-6,33.05E-6,34.96E-6,36.26E-6
140.2E-9,1.134,1.200,0.000,0.000,77.19E-6,1.200,74.43E-6,72.95E-6,33.83E-6,35.78E-6,37.11E-6
140.2E-9,1.149,1.200,0.000,0.000,79.05E-6,1.200,76.36E-6,75.04E-6,34.55E-6,36.55E-6,37.90E-6
140.2E-9,1.164,1.200,0.000,0.000,80.88E-6,1.200,78.19E-6,76.99E-6,35.19E-6,37.22E-6,38.60E-6
140.2E-9,1.179,1.200,0.000,0.000,82.37E-6,1.200,79.68E-6,78.55E-6,35.68E-6,37.73E-6,39.13E-6
140.2E-9,1.189,1.200,0.000,0.000,83.33E-6,1.200,80.68E-6,79.57E-6,36.00E-6,38.07E-6,39.48E-6
140.2E-9,1.200,1.200,0.000,0.000,84.12E-6,1.200,81.55E-6,80.47E-6,36.26E-6,38.35E-6,39.77E-6
140.2E-9,1.200,1.192,0.000,0.000,83.92E-6,1.200,81.42E-6,80.64E-6,36.19E-6,38.28E-6,39.70E-6
140.2E-9,1.200,1.180,0.000,0.000,83.74E-6,1.200,81.42E-6,80.91E-6,36.12E-6,38.20E-6,39.62E-6
140.2E-9,1.200,1.168,0.000,0.000,83.67E-6,1.200,81.50E-6,81.12E-6,36.04E-6,38.12E-6,39.53E-6
140.2E-9,1.200,1.145,0.000,0.000,83.16E-6,1.200,81.14E-6,81.04E-6,35.75E-6,37.82E-6,39.22E-6
140.2E-9,1.200,1.123,0.000,0.000,82.61E-6,1.200,80.58E-6,80.69E-6,35.47E-6,37.52E-6,38.92E-6
140.2E-9,1.200,1.095,0.000,0.000,81.40E-6,1.200,79.98E-6,80.18E-6,35.28E-6,37.32E-6,38.71E-6
140.2E-9,1.200,1.073,0.000,0.000,80.04E-6,1.200,79.95E-6,80.02E-6,35.38E-6,37.43E-6,38.82E-6
140.2E-9,1.200,1.051,0.000,0.000,78.98E-6,1.200,80.34E-6,80.07E-6,35.70E-6,37.77E-6,39.17E-6
140.2E-9,1.200,1.027,0.000,0.000,79.00E-6,1.200,81.20E-6,80.35E-6,36.27E-6,38.37E-6,39.80E-6
140.2E-9,1.200,998.4E-3,0.000,0.000,87.35E-6,1.200,82.12E-6,80.65E-6,37.22E-6,39.38E-6,40.85E-6
140.2E-9,1.200,983.1E-3,0.000,0.000,107.4E-6,1.200,82.13E-6,80.60E-6,37.85E-6,40.04E-6,41.53E-6
140.2E-9,1.200,966.6E-3,0.000,0.000,170.1E-6,1.200,81.59E-6,80.32E-6,38.45E-6,40.69E-6,42.21E-6
140.2E-9,1.200,954.9E-3,0.000,0.000,246.1E-6,1.200,81.01E-6,80.04E-6,38.81E-6,41.07E-6,42.60E-6
140.2E-9,1.200,939.0E-3,0.000,0.000,384.9E-6,1.200,80.17E-6,79.58E-6,39.13E-6,41.42E-6,42.97E-6
140.2E-9,1.200,925.2E-3,0.000,0.000,499.7E-6,1.200,79.68E-6,79.26E-6,39.38E-6,41.68E-6,43.25E-6
140.2E-9,1.200,912.8E-3,0.000,0.000,409.4E-6,1.200,80.37E-6,79.53E-6,39.67E-6,42.00E-6,43.57E-6
140.2E-9,1.200,901.5E-3,0.000,0.000,-16.98E-6,1.200,82.15E-6,80.31E-6,39.98E-6,42.32E-6,43.91E-6
140.3E-9,1.200,892.8E-3,0.000,0.000,-567.8E-6,1.200,83.73E-6,80.93E-6,40.17E-6,42.52E-6,44.11E-6
140.3E-9,1.200,881.8E-3,0.000,0.000,-1.429E-3,1.200,85.39E-6,81.42E-6,40.35E-6,42.71E-6,44.31E-6
140.3E-9,1.200,872.4E-3,0.000,0.000,-2.259E-3,1.200,86.62E-6,81.66E-6,40.44E-6,42.81E-6,44.41E-6
140.3E-9,1.200,862.3E-3,0.000,0.000,-3.175E-3,1.200,87.69E-6,81.74E-6,40.48E-6,42.86E-6,44.47E-6
140.3E-9,1.200,849.1E-3,0.000,0.000,-4.327E-3,1.200,88.65E-6,81.59E-6,40.45E-6,42.83E-6,44.44E-6
140.3E-9,1.200,834.2E-3,0.000,0.000,-5.303E-3,1.200,89.05E-6,81.06E-6,40.33E-6,42.70E-6,44.31E-6
140.3E-9,1.200,813.6E-3,0.000,0.000,-4.959E-3,1.200,87.96E-6,79.61E-6,40.01E-6,42.37E-6,43.96E-6
140.3E-9,1.200,790.0E-3,0.000,0.000,-973.1E-6,1.200,84.94E-6,77.19E-6,39.40E-6,41.72E-6,43.29E-6
140.3E-9,1.200,765.7E-3,0.000,0.000,6.866E-3,1.200,80.80E-6,74.28E-6,38.41E-6,40.68E-6,42.22E-6
140.3E-9,1.200,746.8E-3,0.000,0.000,14.70E-3,1.200,77.60E-6,72.02E-6,37.47E-6,39.69E-6,41.19E-6
140.3E-9,1.200,726.9E-3,0.000,0.000,23.84E-3,1.200,74.47E-6,69.72E-6,36.38E-6,38.54E-6,40.00E-6
140.3E-9,1.200,705.3E-3,0.000,0.000,34.42E-3,1.200,71.43E-6,67.33E-6,35.16E-6,37.24E-6,38.65E-6
140.3E-9,1.200,682.1E-3,0.000,0.000,46.06E-3,1.200,68.50E-6,64.87E-6,33.85E-6,35.86E-6,37.21E-6
140.3E-9,1.200,654.9E-3,0.000,0.000,59.88E-3,1.200,65.47E-6,62.18E-6,32.37E-6,34.29E-6,35.59E-6
140.3E-9,1.200,622.1E-3,0.000,0.000,76.60E-3,1.200,62.22E-6,59.14E-6,30.71E-6,32.53E-6,33.76E-6
140.3E-9,1.200,579.1E-3,0.000,0.000,98.52E-3,1.200,58.52E-6,55.56E-6,28.77E-6,30.47E-6,31.63E-6
140.3E-9,1.200,523.6E-3,0.000,0.000,126.7E-3,1.200,54.44E-6,51.49E-6,26.65E-6,28.23E-6,29.30E-6
140.3E-9,1.200,473.0E-3,0.000,0.000,152.2E-3,1.200,51.40E-6,48.33E-6,25.09E-6,26.58E-6,27.59E-6
140.3E-9,1.200,414.1E-3,0.000,0.000,181.8E-3,1.200,48.60E-6,45.28E-6,23.72E-6,25.14E-6,26.09E-6
140.3E-9,1.200,375.0E-3,0.000,0.000,201.3E-3,1.200,47.25E-6,43.70E-6,23.08E-6,24.46E-6,25.39E-6
140.3E-9,1.200,353.2E-3,0.000,0.000,212.1E-3,1.200,46.73E-6,43.03E-6,22.84E-6,24.21E-6,25.13E-6
140.3E-9,1.200,333.2E-3,0.000,0.000,222.0E-3,1.200,46.53E-6,42.66E-6,22.75E-6,24.11E-6,25.03E-6
140.3E-9,1.200,312.5E-3,0.000,0.000,232.3E-3,1.200,46.67E-6,42.58E-6,22.82E-6,24.19E-6,25.10E-6
140.4E-9,1.200,291.9E-3,0.000,0.000,242.4E-3,1.200,47.34E-6,42.94E-6,23.16E-6,24.53E-6,25.46E-6
140.4E-9,1.200,271.8E-3,0.000,0.000,252.3E-3,1.200,48.62E-6,43.78E-6,23.80E-6,25.20E-6,26.15E-6
140.4E-9,1.200,251.8E-3,0.000,0.000,262.1E-3,1.200,50.55E-6,45.15E-6,24.76E-6,26.21E-6,27.19E-6
140.4E-9,1.200,236.7E-3,0.000,0.000,269.5E-3,1.200,52.45E-6,46.54E-6,25.71E-6,27.21E-6,28.22E-6
140.4E-9,1.200,225.3E-3,0.000,0.000,275.1E-3,1.200,54.14E-6,47.77E-6,26.55E-6,28.09E-6,29.13E-6
140.4E-9,1.200,213.8E-3,0.000,0.000,280.7E-3,1.200,55.89E-6,49.07E-6,27.48E-6,29.07E-6,30.14E-6
140.4E-9,1.200,203.3E-3,0.000,0.000,285.9E-3,1.200,57.48E-6,50.26E-6,28.35E-6,29.98E-6,31.09E-6
140.4E-9,1.200,192.8E-3,0.000,0.000,291.0E-3,1.200,58.99E-6,51.42E-6,29.22E-6,30.90E-6,32.04E-6
140.4E-9,1.200,186.0E-3,0.000,0.000,294.3E-3,1.200,59.96E-6,52.15E-6,29.77E-6,31.49E-6,32.64E-6
140.4E-9,1.200,176.7E-3,0.000,0.000,298.8E-3,1.200,61.26E-6,53.14E-6,30.53E-6,32.28E-6,33.46E-6
140.4E-9,1.200,169.8E-3,0.000,0.000,302.1E-3,1.200,62.21E-6,53.86E-6,31.08E-6,32.86E-6,34.06E-6
140.4E-9,1.200,161.1E-3,0.000,0.000,306.4E-3,1.200,63.33E-6,54.73E-6,31.74E-6,33.56E-6,34.79E-6
140.4E-9,1.200,146.5E-3,0.000,0.000,313.4E-3,1.200,64.98E-6,56.04E-6,32.75E-6,34.62E-6,35.89E-6
140.4E-9,1.200,136.2E-3,0.000,0.000,318.4E-3,1.200,65.98E-6,56.86E-6,33.37E-6,35.28E-6,36.58E-6
140.4E-9,1.200,125.1E-3,0.000,0.000,323.8E-3,1.200,66.96E-6,57.68E-6,33.97E-6,35.92E-6,37.23E-6
140.4E-9,1.200,112.7E-3,0.000,0.000,329.8E-3,1.200,67.95E-6,58.56E-6,34.57E-6,36.55E-6,37.89E-6
140.4E-9,1.200,94.17E-3,0.000,0.000,338.7E-3,1.200,69.13E-6,59.70E-6,35.29E-6,37.32E-6,38.69E-6
140.4E-9,1.200,75.36E-3,0.000,0.000,347.7E-3,1.200,70.00E-6,60.69E-6,35.83E-6,37.89E-6,39.28E-6
140.4E-9,1.200,53.42E-3,0.000,0.000,358.2E-3,1.200,70.70E-6,61.66E-6,36.30E-6,38.38E-6,39.79E-6
140.4E-9,1.200,31.86E-3,0.000,0.000,368.5E-3,1.200,71.14E-6,62.46E-6,36.63E-6,38.72E-6,40.13E-6
140.4E-9,1.200,15.93E-3,0.000,0.000,376.1E-3,1.200,71.39E-6,63.04E-6,36.83E-6,38.93E-6,40.34E-6
140.4E-9,1.200,168.1E-15,0.000,0.000,383.6E-3,1.200,71.48E-6,63.57E-6,37.00E-6,39.09E-6,40.51E-6
140.4E-9,1.200,0.000,0.000,0.000,388.3E-3,1.200,71.81E-6,64.09E-6,37.22E-6,39.32E-6,40.73E-6
140.4E-9,1.200,0.000,0.000,0.000,395.4E-3,1.200,72.00E-6,64.74E-6,37.52E-6,39.61E-6,41.03E-6
140.4E-9,1.200,0.000,0.000,0.000,402.3E-3,1.200,72.02E-6,65.37E-6,37.80E-6,39.90E-6,41.32E-6
140.4E-9,1.200,0.000,0.000,0.000,404.1E-3,1.200,72.01E-6,65.54E-6,37.88E-6,39.99E-6,41.41E-6
140.4E-9,1.200,0.000,0.000,0.000,407.8E-3,1.200,71.99E-6,65.89E-6,38.05E-6,40.16E-6,41.58E-6
140.4E-9,1.200,0.000,0.000,0.000,415.0E-3,1.200,71.93E-6,66.65E-6,38.39E-6,40.51E-6,41.94E-6
140.4E-9,1.200,0.000,0.000,0.000,426.1E-3,1.200,71.87E-6,67.90E-6,38.94E-6,41.08E-6,42.52E-6
140.4E-9,1.200,0.000,0.000,0.000,436.2E-3,1.200,71.91E-6,69.17E-6,39.50E-6,41.66E-6,43.12E-6
140.4E-9,1.200,0.000,0.000,0.000,445.4E-3,1.200,72.35E-6,70.56E-6,40.05E-6,42.23E-6,43.71E-6
140.4E-9,1.200,0.000,0.000,0.000,453.2E-3,1.200,73.50E-6,72.09E-6,40.45E-6,42.65E-6,44.14E-6
140.4E-9,1.200,0.000,0.000,0.000,460.1E-3,1.200,74.90E-6,73.51E-6,40.72E-6,42.93E-6,44.43E-6
140.4E-9,1.200,0.000,0.000,0.000,467.1E-3,1.200,76.34E-6,74.82E-6,40.92E-6,43.15E-6,44.65E-6
140.4E-9,1.200,0.000,0.000,0.000,475.5E-3,1.200,77.89E-6,76.21E-6,41.19E-6,43.43E-6,44.94E-6
140.4E-9,1.200,0.000,0.000,0.000,482.7E-3,1.200,79.37E-6,77.48E-6,41.53E-6,43.78E-6,45.30E-6
140.4E-9,1.200,0.000,0.000,0.000,489.3E-3,1.200,81.24E-6,78.93E-6,41.95E-6,44.23E-6,45.77E-6
140.4E-9,1.200,0.000,0.000,0.000,495.7E-3,1.200,83.67E-6,80.62E-6,42.40E-6,44.71E-6,46.26E-6
140.4E-9,1.200,0.000,0.000,0.000,501.9E-3,1.200,86.33E-6,82.30E-6,42.80E-6,45.14E-6,46.72E-6
140.4E-9,1.200,0.000,0.000,0.000,509.0E-3,1.200,89.33E-6,84.01E-6,43.21E-6,45.57E-6,47.17E-6
140.4E-9,1.200,0.000,0.000,0.000,515.9E-3,1.200,91.71E-6,85.24E-6,43.54E-6,45.93E-6,47.54E-6
140.5E-9,1.200,0.000,0.000,0.000,522.9E-3,1.200,93.16E-6,85.91E-6,43.82E-6,46.24E-6,47.86E-6
140.5E-9,1.200,0.000,0.000,0.000,529.3E-3,1.200,93.83E-6,86.15E-6,43.97E-6,46.40E-6,48.04E-6
140.5E-9,1.200,0.000,0.000,0.000,536.0E-3,1.200,94.18E-6,86.20E-6,43.99E-6,46.42E-6,48.07E-6
140.5E-9,1.200,0.000,0.000,0.000,543.5E-3,1.201,94.36E-6,86.10E-6,43.85E-6,46.29E-6,47.93E-6
140.5E-9,1.200,0.000,0.000,0.000,550.8E-3,1.202,94.54E-6,85.92E-6,43.64E-6,46.07E-6,47.71E-6
140.5E-9,1.200,0.000,0.000,0.000,557.9E-3,1.202,94.88E-6,85.81E-6,43.42E-6,45.85E-6,47.48E-6
140.5E-9,1.200,0.000,0.000,0.000,563.9E-3,1.202,95.48E-6,85.87E-6,43.26E-6,45.67E-6,47.30E-6
140.5E-9,1.200,0.000,0.000,0.000,568.9E-3,1.203,96.33E-6,86.10E-6,43.14E-6,45.55E-6,47.18E-6
140.5E-9,1.200,0.000,0.000,0.000,573.0E-3,1.203,97.25E-6,86.39E-6,43.11E-6,45.52E-6,47.14E-6
140.5E-9,1.200,0.000,0.000,0.000,577.5E-3,1.202,98.75E-6,86.94E-6,43.16E-6,45.57E-6,47.20E-6
140.5E-9,1.200,0.000,0.000,0.000,581.1E-3,1.201,100.5E-6,87.62E-6,43.29E-6,45.71E-6,47.35E-6
140.5E-9,1.200,0.000,0.000,0.000,585.0E-3,1.198,102.6E-6,88.50E-6,43.51E-6,45.94E-6,47.59E-6
140.5E-9,1.200,0.000,0.000,0.000,590.6E-3,1.193,105.8E-6,89.75E-6,43.86E-6,46.32E-6,47.98E-6
140.5E-9,1.200,0.000,0.000,0.000,595.0E-3,1.188,108.2E-6,90.67E-6,44.16E-6,46.64E-6,48.31E-6
140.5E-9,1.200,0.000,0.000,0.000,599.7E-3,1.182,110.6E-6,91.56E-6,44.46E-6,46.96E-6,48.65E-6
140.5E-9,1.200,0.000,0.000,0.000,605.3E-3,1.175,113.4E-6,92.52E-6,44.81E-6,47.34E-6,49.05E-6
140.5E-9,1.200,0.000,0.000,0.000,615.2E-3,1.163,117.8E-6,93.92E-6,45.39E-6,47.96E-6,49.70E-6
140.5E-9,1.200,0.000,0.000,0.000,626.5E-3,1.149,122.0E-6,95.16E-6,45.98E-6,48.59E-6,50.36E-6
140.5E-9,1.200,0.000,0.000,0.000,640.2E-3,1.132,126.2E-6,96.27E-6,46.59E-6,49.26E-6,51.06E-6
140.5E-9,1.200,0.000,0.000,0.000,656.2E-3,1.111,130.4E-6,97.20E-6,47.21E-6,49.92E-6,51.75E-6
140.5E-9,1.200,0.000,0.000,0.000,676.8E-3,1.084,134.9E-6,98.00E-6,47.86E-6,50.63E-6,52.50E-6
140.5E-9,1.200,0.000,0.000,0.000,705.2E-3,1.047,140.1E-6,98.66E-6,48.57E-6,51.40E-6,53.31E-6
140.5E-9,1.200,0.000,0.000,0.000,742.7E-3,996.6E-3,145.8E-6,99.04E-6,49.27E-6,52.16E-6,54.11E-6
140.6E-9,1.200,0.000,0.000,0.000,784.2E-3,939.1E-3,151.1E-6,99.09E-6,49.82E-6,52.76E-6,54.75E-6
140.6E-9,1.200,0.000,0.000,0.000,832.4E-3,869.6E-3,156.1E-6,98.87E-6,50.24E-6,53.23E-6,55.25E-6
140.6E-9,1.200,0.000,0.000,0.000,889.9E-3,780.6E-3,160.8E-6,98.34E-6,50.49E-6,53.52E-6,55.56E-6
140.6E-9,1.200,0.000,0.000,0.000,962.7E-3,653.6E-3,164.8E-6,97.16E-6,50.39E-6,53.43E-6,55.48E-6
140.7E-9,1.200,0.000,0.000,0.000,1.049,469.0E-3,164.8E-6,93.94E-6,49.13E-6,52.12E-6,54.13E-6
140.8E-9,1.200,0.000,0.000,0.000,1.116,282.3E-3,151.7E-6,84.60E-6,44.37E-6,47.08E-6,48.90E-6
140.8E-9,1.200,0.000,0.000,0.000,1.149,176.0E-3,130.3E-6,71.88E-6,37.63E-6,39.92E-6,41.47E-6
140.9E-9,1.200,0.000,0.000,0.000,1.167,110.7E-3,106.0E-6,58.06E-6,30.31E-6,32.16E-6,33.41E-6
140.9E-9,1.200,0.000,0.000,0.000,1.180,67.54E-3,81.37E-6,44.29E-6,23.04E-6,24.45E-6,25.39E-6
141.0E-9,1.200,0.000,0.000,0.000,1.189,33.14E-3,52.92E-6,28.58E-6,14.78E-6,15.69E-6,16.29E-6
141.1E-9,1.200,0.000,0.000,0.000,1.194,16.24E-3,32.70E-6,17.52E-6,9.006E-6,9.557E-6,9.924E-6
141.2E-9,1.200,0.000,0.000,0.000,1.197,6.999E-3,17.90E-6,9.488E-6,4.840E-6,5.135E-6,5.331E-6
141.3E-9,1.200,0.000,0.000,0.000,1.199,2.635E-3,8.648E-6,4.506E-6,2.275E-6,2.413E-6,2.504E-6
141.4E-9,1.200,0.000,0.000,0.000,1.200,688.6E-6,3.299E-6,1.652E-6,819.8E-9,867.5E-9,898.9E-9
141.6E-9,1.200,0.000,0.000,0.000,1.200,99.42E-6,1.033E-6,456.3E-9,217.7E-9,228.3E-9,235.2E-9
141.8E-9,1.200,0.000,0.000,0.000,1.200,-7.237E-6,469.9E-9,164.3E-9,73.46E-9,75.22E-9,76.37E-9
142.1E-9,1.200,0.000,0.000,0.000,1.200,6.561E-6,442.8E-9,150.4E-9,65.66E-9,66.95E-9,67.80E-9
142.6E-9,1.200,0.000,0.000,0.000,1.200,-5.330E-6,443.0E-9,149.5E-9,63.99E-9,65.19E-9,65.98E-9
143.5E-9,1.200,0.000,0.000,0.000,1.200,6.064E-6,435.2E-9,144.5E-9,60.18E-9,61.15E-9,61.78E-9
144.6E-9,1.200,0.000,0.000,0.000,1.200,-5.129E-6,433.4E-9,143.2E-9,58.98E-9,59.89E-9,60.48E-9
146.1E-9,1.200,0.000,0.000,0.000,1.200,5.949E-6,429.8E-9,140.7E-9,56.91E-9,57.68E-9,58.18E-9
148.3E-9,1.200,0.000,0.000,0.000,1.200,-5.061E-6,428.6E-9,140.0E-9,56.37E-9,57.13E-9,57.61E-9
150.2E-9,1.200,0.000,0.000,0.000,1.200,5.895E-6,427.1E-9,138.8E-9,55.25E-9,55.93E-9,56.37E-9
150.2E-9,1.125,0.000,0.000,0.000,1.200,-216.2E-9,-1.577E-6,-1.366E-6,-847.0E-9,-896.4E-9,-930.0E-9
150.2E-9,1.006,0.000,0.000,0.000,1.200,-4.314E-6,-4.271E-6,-3.634E-6,-2.200E-6,-2.331E-6,-2.420E-6
150.2E-9,946.2E-3,0.000,0.000,0.000,1.200,-5.267E-6,-5.510E-6,-4.751E-6,-2.846E-6,-3.017E-6,-3.134E-6
150.3E-9,827.0E-3,0.000,0.000,0.000,1.200,-8.135E-6,-7.706E-6,-6.690E-6,-3.960E-6,-4.199E-6,-4.362E-6
150.3E-9,736.1E-3,0.000,0.000,0.000,1.200,-9.379E-6,-8.925E-6,-7.768E-6,-4.597E-6,-4.876E-6,-5.066E-6
150.3E-9,604.7E-3,0.000,0.000,0.000,1.200,-10.25E-6,-9.404E-6,-8.155E-6,-4.894E-6,-5.192E-6,-5.395E-6
150.3E-9,541.3E-3,0.000,0.000,0.000,1.200,-9.759E-6,-8.981E-6,-7.766E-6,-4.696E-6,-4.982E-6,-5.177E-6
150.3E-9,471.5E-3,0.000,0.000,0.000,1.200,-8.749E-6,-7.985E-6,-6.915E-6,-4.174E-6,-4.428E-6,-4.600E-6
150.3E-9,417.4E-3,0.000,0.000,0.000,1.200,-7.381E-6,-6.803E-6,-5.938E-6,-3.542E-6,-3.756E-6,-3.902E-6
150.3E-9,374.7E-3,0.000,0.000,0.000,1.200,-5.981E-6,-5.543E-6,-4.884E-6,-2.875E-6,-3.048E-6,-3.166E-6
150.3E-9,351.0E-3,0.000,0.000,0.000,1.200,-4.924E-6,-4.602E-6,-4.078E-6,-2.397E-6,-2.542E-6,-2.640E-6
150.3E-9,328.7E-3,0.000,0.000,0.000,1.200,-3.703E-6,-3.474E-6,-3.073E-6,-1.828E-6,-1.941E-6,-2.017E-6
150.3E-9,306.2E-3,0.000,0.000,0.000,1.200,-2.206E-6,-2.076E-6,-1.791E-6,-1.114E-6,-1.189E-6,-1.240E-6
150.4E-9,284.7E-3,0.000,0.000,0.000,1.200,-614.0E-9,-568.6E-9,-371.1E-9,-315.8E-9,-352.5E-9,-377.5E-9
150.4E-9,259.2E-3,0.000,0.000,0.000,1.200,1.296E-6,1.258E-6,1.406E-6,687.8E-9,695.9E-9,701.6E-9
150.4E-9,234.9E-3,0.000,0.000,0.000,1.200,3.039E-6,2.949E-6,3.100E-6,1.624E-6,1.672E-6,1.704E-6
150.4E-9,213.1E-3,0.000,0.000,0.000,1.200,4.560E-6,4.447E-6,4.596E-6,2.427E-6,2.508E-6,2.563E-6
150.4E-9,196.5E-3,0.000,0.000,0.000,1.200,5.659E-6,5.535E-6,5.692E-6,3.013E-6,3.120E-6,3.192E-6
150.4E-9,184.4E-3,0.000,0.000,0.000,1.200,6.390E-6,6.259E-6,6.437E-6,3.412E-6,3.536E-6,3.619E-6
150.4E-9,176.2E-3,0.000,0.000,0.000,1.200,6.878E-6,6.741E-6,6.929E-6,3.672E-6,3.807E-6,3.899E-6
