time (s),A0 (V),A1 (V),B0 (V),B1 (V),O0 (V),O1 (V),O2 (V),O3 (V),V01 (V),V2 (V),V3 (V)
120.2E-9,1.200,1.200,1.026,0.000,230.0E-6,335.8E-6,222.5E-6,208.6E-6,1.200,1.200,1.200
120.2E-9,1.200,1.200,1.013,0.000,234.5E-6,419.0E-6,226.0E-6,211.1E-6,1.200,1.200,1.200
120.2E-9,1.200,1.200,996.8E-3,0.000,245.3E-6,550.9E-6,229.6E-6,213.7E-6,1.200,1.200,1.200
120.2E-9,1.200,1.200,981.4E-3,0.000,274.6E-6,643.4E-6,232.4E-6,216.0E-6,1.200,1.200,1.200
120.2E-9,1.200,1.200,968.5E-3,0.000,329.8E-6,473.8E-6,235.4E-6,218.3E-6,1.200,1.200,1.200
120.2E-9,1.200,1.200,956.9E-3,0.000,410.8E-6,-22.89E-6,238.9E-6,220.7E-6,1.200,1.200,1.200
120.2E-9,1.200,1.200,947.8E-3,0.000,494.0E-6,-613.2E-6,241.7E-6,222.5E-6,1.200,1.200,1.200
120.2E-9,1.200,1.200,934.4E-3,0.000,647.7E-6,-1.673E-3,245.4E-6,224.6E-6,1.200,1.200,1.200
120.2E-9,1.200,1.200,924.6E-3,0.000,755.8E-6,-2.519E-3,248.0E-6,226.0E-6,1.200,1.200,1.200
120.2E-9,1.200,1.200,913.1E-3,0.000,717.7E-6,-3.505E-3,251.7E-6,227.9E-6,1.200,1.200,1.200
120.2E-9,1.200,1.200,902.9E-3,0.000,391.7E-6,-4.324E-3,255.6E-6,229.8E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,894.3E-3,0.000,-88.31E-6,-4.894E-3,259.1E-6,231.5E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,884.3E-3,0.000,-815.6E-6,-5.248E-3,262.7E-6,233.1E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,874.7E-3,0.000,-1.616E-3,-5.054E-3,265.8E-6,234.3E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,865.0E-3,0.000,-2.492E-3,-4.164E-3,268.5E-6,235.4E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,852.4E-3,0.000,-3.702E-3,-1.948E-3,271.8E-6,236.7E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,839.0E-3,0.000,-4.942E-3,1.620E-3,274.6E-6,237.6E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,824.6E-3,0.000,-5.671E-3,6.517E-3,276.6E-6,238.2E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,807.0E-3,0.000,-4.728E-3,13.72E-3,277.1E-6,237.8E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,789.8E-3,0.000,-1.523E-3,22.25E-3,275.5E-6,236.4E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,772.5E-3,0.000,3.781E-3,32.82E-3,271.8E-6,234.1E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,754.3E-3,0.000,11.72E-3,46.28E-3,266.2E-6,230.7E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,735.7E-3,0.000,22.75E-3,62.12E-3,259.2E-6,226.7E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,716.9E-3,0.000,36.77E-3,79.52E-3,251.5E-6,222.2E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,698.4E-3,0.000,52.64E-3,97.37E-3,244.2E-6,217.7E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,678.3E-3,0.000,71.41E-3,117.2E-3,237.0E-6,212.9E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,655.5E-3,0.000,93.58E-3,139.9E-3,229.7E-6,207.7E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,633.9E-3,0.000,115.0E-3,161.5E-3,223.5E-6,202.8E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,609.7E-3,0.000,139.3E-3,185.6E-3,217.2E-6,197.6E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,581.4E-3,0.000,167.5E-3,213.6E-3,210.5E-6,191.7E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,544.4E-3,0.000,204.4E-3,250.1E-3,202.3E-6,184.3E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,501.8E-3,0.000,246.3E-3,291.6E-3,193.6E-6,176.2E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,465.4E-3,0.000,281.8E-3,326.7E-3,186.7E-6,169.7E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,426.6E-3,0.000,319.4E-3,363.8E-3,179.8E-6,163.0E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,375.6E-3,0.000,368.2E-3,412.0E-3,171.8E-6,155.0E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,345.3E-3,0.000,396.9E-3,440.3E-3,168.0E-6,151.0E-6,1.200,1.200,1.200
120.3E-9,1.200,1.200,311.6E-3,0.000,428.4E-3,471.4E-3,166.5E-6,148.6E-6,1.200,1.200,1.200
120.4E-9,1.200,1.200,286.0E-3,0.000,452.2E-3,494.8E-3,167.7E-6,148.9E-6,1.200,1.200,1.200
120.4E-9,1.200,1.200,261.7E-3,0.000,474.6E-3,516.9E-3,170.6E-6,151.0E-6,1.200,1.200,1.200
120.4E-9,1.200,1.200,237.9E-3,0.000,496.4E-3,538.4E-3,175.1E-6,154.8E-6,1.200,1.200,1.200
120.4E-9,1.200,1.200,216.0E-3,0.000,516.3E-3,558.0E-3,180.4E-6,159.6E-6,1.200,1.200,1.200
120.4E-9,1.200,1.200,194.2E-3,0.000,536.0E-3,577.4E-3,186.6E-6,165.4E-6,1.200,1.200,1.200
120.4E-9,1.200,1.200,175.0E-3,0.000,553.2E-3,594.3E-3,192.3E-6,171.0E-6,1.200,1.200,1.200
120.4E-9,1.200,1.200,157.5E-3,0.000,568.7E-3,609.7E-3,197.5E-6,176.2E-6,1.201,1.200,1.200
120.4E-9,1.200,1.200,143.3E-3,0.000,581.4E-3,622.1E-3,201.8E-6,180.5E-6,1.201,1.200,1.200
120.4E-9,1.200,1.200,127.6E-3,0.000,595.2E-3,635.6E-3,206.2E-6,184.9E-6,1.202,1.200,1.200
120.4E-9,1.200,1.200,112.1E-3,0.000,608.8E-3,649.0E-3,210.2E-6,189.0E-6,1.202,1.200,1.200
120.4E-9,1.200,1.200,95.59E-3,0.000,623.2E-3,663.1E-3,214.2E-6,193.1E-6,1.202,1.200,1.200
120.4E-9,1.200,1.200,76.78E-3,0.000,639.5E-3,679.1E-3,218.8E-6,197.5E-6,1.200,1.200,1.200
120.4E-9,1.200,1.200,59.74E-3,0.000,654.1E-3,693.4E-3,222.8E-6,201.3E-6,1.196,1.200,1.200
120.4E-9,1.200,1.200,44.57E-3,0.000,667.0E-3,706.0E-3,226.1E-6,204.4E-6,1.191,1.200,1.200
120.4E-9,1.200,1.200,26.11E-3,0.000,682.6E-3,721.2E-3,229.8E-6,207.9E-6,1.184,1.200,1.200
120.4E-9,1.200,1.200,13.05E-3,0.000,693.6E-3,731.8E-3,232.1E-6,210.1E-6,1.178,1.201,1.200
120.4E-9,1.200,1.200,68.83E-15,0.000,704.4E-3,742.4E-3,234.1E-6,212.1E-6,1.172,1.201,1.200
120.4E-9,1.200,1.200,0.000,0.000,711.8E-3,749.5E-3,235.6E-6,213.4E-6,1.168,1.201,1.200
120.4E-9,1.200,1.200,0.000,0.000,714.5E-3,752.1E-3,236.1E-6,213.8E-6,1.167,1.201,1.201
120.4E-9,1.200,1.200,0.000,0.000,720.0E-3,757.4E-3,237.0E-6,214.7E-6,1.163,1.201,1.201
120.4E-9,1.200,1.200,0.000,0.000,722.7E-3,760.0E-3,237.4E-6,215.1E-6,1.162,1.201,1.201
120.4E-9,1.200,1.200,0.000,0.000,728.1E-3,765.2E-3,238.2E-6,215.8E-6,1.159,1.202,1.201
120.4E-9,1.200,1.200,0.000,0.000,738.8E-3,775.6E-3,239.8E-6,217.2E-6,1.152,1.202,1.201
120.4E-9,1.200,1.200,0.000,0.000,752.9E-3,789.2E-3,241.9E-6,218.8E-6,1.144,1.202,1.202
120.4E-9,1.200,1.200,0.000,0.000,767.2E-3,802.9E-3,244.8E-6,220.9E-6,1.135,1.201,1.202
120.4E-9,1.200,1.200,0.000,0.000,780.0E-3,815.2E-3,248.3E-6,223.2E-6,1.127,1.199,1.202
120.4E-9,1.200,1.200,0.000,0.000,793.2E-3,827.9E-3,252.6E-6,226.0E-6,1.119,1.194,1.199
120.4E-9,1.200,1.200,0.000,0.000,804.8E-3,838.9E-3,256.5E-6,228.6E-6,1.111,1.189,1.195
120.4E-9,1.200,1.200,0.000,0.000,816.5E-3,850.1E-3,260.4E-6,231.2E-6,1.103,1.183,1.189
120.4E-9,1.200,1.200,0.000,0.000,833.0E-3,865.7E-3,265.6E-6,234.7E-6,1.092,1.173,1.180
120.4E-9,1.200,1.200,0.000,0.000,846.5E-3,878.5E-3,269.6E-6,237.3E-6,1.083,1.164,1.171
120.4E-9,1.200,1.200,0.000,0.000,860.8E-3,892.0E-3,273.5E-6,239.7E-6,1.073,1.154,1.162
120.4E-9,1.200,1.200,0.000,0.000,876.9E-3,907.1E-3,277.4E-6,242.1E-6,1.062,1.143,1.150
120.4E-9,1.200,1.200,0.000,0.000,896.3E-3,925.3E-3,281.2E-6,244.2E-6,1.048,1.129,1.136
120.4E-9,1.200,1.200,0.000,0.000,914.0E-3,941.9E-3,283.7E-6,245.4E-6,1.034,1.115,1.122
120.5E-9,1.200,1.200,0.000,0.000,928.4E-3,955.2E-3,285.0E-6,245.8E-6,1.023,1.103,1.111
120.5E-9,1.200,1.200,0.000,0.000,943.2E-3,968.9E-3,285.6E-6,245.7E-6,1.011,1.091,1.098
120.5E-9,1.200,1.200,0.000,0.000,956.8E-3,981.5E-3,285.5E-6,245.1E-6,999.1E-3,1.079,1.087
120.5E-9,1.200,1.200,0.000,0.000,971.1E-3,994.7E-3,285.3E-6,244.3E-6,986.5E-3,1.067,1.074
120.5E-9,1.200,1.200,0.000,0.000,980.9E-3,1.004,285.6E-6,243.9E-6,977.5E-3,1.057,1.065
120.5E-9,1.200,1.200,0.000,0.000,989.0E-3,1.011,286.3E-6,243.8E-6,970.0E-3,1.050,1.057
120.5E-9,1.200,1.200,0.000,0.000,996.5E-3,1.018,287.1E-6,243.7E-6,962.7E-3,1.042,1.050
120.5E-9,1.200,1.200,0.000,0.000,1.004,1.025,288.1E-6,243.5E-6,955.0E-3,1.034,1.042
120.5E-9,1.200,1.200,0.000,0.000,1.011,1.031,288.9E-6,243.4E-6,948.0E-3,1.027,1.034
120.5E-9,1.200,1.200,0.000,0.000,1.019,1.038,289.8E-6,243.2E-6,940.4E-3,1.020,1.027
120.5E-9,1.200,1.200,0.000,0.000,1.024,1.043,290.8E-6,243.1E-6,934.1E-3,1.013,1.020
120.5E-9,1.200,1.200,0.000,0.000,1.030,1.049,292.2E-6,242.9E-6,926.9E-3,1.006,1.013
120.5E-9,1.200,1.200,0.000,0.000,1.036,1.055,293.3E-6,242.5E-6,919.5E-3,998.3E-3,1.005
120.5E-9,1.200,1.200,0.000,0.000,1.040,1.060,294.0E-6,241.7E-6,912.3E-3,990.9E-3,998.0E-3
120.5E-9,1.200,1.200,0.000,0.000,1.043,1.065,294.1E-6,240.7E-6,905.9E-3,984.4E-3,991.5E-3
120.5E-9,1.200,1.200,0.000,0.000,1.046,1.070,294.2E-6,239.6E-6,898.6E-3,977.0E-3,984.0E-3
120.5E-9,1.200,1.200,0.000,0.000,1.049,1.075,294.6E-6,238.5E-6,891.5E-3,969.7E-3,976.8E-3
120.5E-9,1.200,1.200,0.000,0.000,1.052,1.078,295.1E-6,237.4E-6,884.3E-3,962.4E-3,969.4E-3
120.5E-9,1.200,1.200,0.000,0.000,1.055,1.082,295.3E-6,235.9E-6,876.7E-3,954.7E-3,961.7E-3
120.5E-9,1.200,1.200,0.000,0.000,1.059,1.085,295.1E-6,233.8E-6,867.9E-3,945.6E-3,952.6E-3
120.5E-9,1.200,1.200,0.000,0.000,1.062,1.087,294.8E-6,232.0E-6,860.5E-3,938.0E-3,945.0E-3
120.5E-9,1.200,1.200,0.000,0.000,1.065,1.090,294.2E-6,229.6E-6,851.8E-3,929.2E-3,936.2E-3
120.5E-9,1.200,1.200,0.000,0.000,1.069,1.093,292.5E-6,226.4E-6,842.1E-3,919.2E-3,926.1E-3
120.5E-9,1.200,1.200,0.000,0.000,1.072,1.096,289.6E-6,222.5E-6,831.8E-3,908.7E-3,915.6E-3
120.5E-9,1.200,1.200,0.000,0.000,1.076,1.099,286.2E-6,218.7E-6,822.3E-3,899.0E-3,905.9E-3
120.5E-9,1.200,1.200,0.000,0.000,1.080,1.102,281.4E-6,213.8E-6,811.1E-3,887.5E-3,894.4E-3
120.5E-9,1.200,1.200,0.000,0.000,1.084,1.106,275.2E-6,208.1E-6,797.9E-3,874.1E-3,880.9E-3
120.5E-9,1.200,1.200,0.000,0.000,1.089,1.111,267.0E-6,201.0E-6,781.5E-3,857.3E-3,864.1E-3
120.5E-9,1.200,1.200,0.000,0.000,1.096,1.116,256.9E-6,192.5E-6,761.5E-3,836.8E-3,843.5E-3
120.6E-9,1.200,1.200,0.000,0.000,1.104,1.122,243.8E-6,181.8E-6,734.8E-3,809.4E-3,816.0E-3
120.6E-9,1.200,1.200,0.000,0.000,1.114,1.130,227.5E-6,168.5E-6,698.9E-3,772.5E-3,779.1E-3
120.6E-9,1.200,1.200,0.000,0.000,1.128,1.142,204.8E-6,150.2E-6,642.8E-3,714.8E-3,721.2E-3
120.6E-9,1.200,1.200,0.000,0.000,1.143,1.154,179.6E-6,130.2E-6,569.0E-3,638.5E-3,644.7E-3
120.7E-9,1.200,1.200,0.000,0.000,1.160,1.168,152.5E-6,108.9E-6,470.8E-3,536.4E-3,542.3E-3
120.7E-9,1.200,1.200,0.000,0.000,1.176,1.181,123.0E-6,86.41E-6,335.3E-3,393.2E-3,398.4E-3
120.8E-9,1.200,1.200,0.000,0.000,1.190,1.192,90.48E-6,62.69E-6,176.8E-3,217.9E-3,221.6E-3
120.9E-9,1.200,1.200,0.000,0.000,1.195,1.196,64.58E-6,44.51E-6,86.24E-3,110.3E-3,112.6E-3
121.0E-9,1.200,1.200,0.000,0.000,1.198,1.198,38.85E-6,26.62E-6,33.55E-3,44.21E-3,45.23E-3
121.1E-9,1.200,1.200,0.000,0.000,1.199,1.199,19.88E-6,13.48E-6,11.36E-3,15.21E-3,15.58E-3
121.2E-9,1.200,1.200,0.000,0.000,1.200,1.200,10.51E-6,7.018E-6,4.505E-3,6.058E-3,6.205E-3
121.3E-9,1.200,1.200,0.000,0.000,1.200,1.200,5.191E-6,3.370E-6,1.653E-3,2.227E-3,2.280E-3
121.4E-9,1.200,1.200,0.000,0.000,1.200,1.200,2.256E-6,1.369E-6,463.6E-6,624.9E-6,639.7E-6
121.6E-9,1.200,1.200,0.000,0.000,1.200,1.200,858.9E-9,425.7E-9,54.93E-6,74.02E-6,75.74E-6
121.8E-9,1.200,1.200,0.000,0.000,1.200,1.200,509.2E-9,193.5E-9,-3.278E-6,-4.440E-6,-4.597E-6
122.2E-9,1.200,1.200,0.000,0.000,1.200,1.200,486.1E-9,179.8E-9,1.036E-6,1.356E-6,1.436E-6
122.8E-9,1.200,1.200,0.000,0.000,1.200,1.200,470.2E-9,167.8E-9,-399.8E-9,-553.6E-9,-615.8E-9
123.8E-9,1.200,1.200,0.000,0.000,1.200,1.200,451.1E-9,155.7E-9,368.7E-9,461.3E-9,519.7E-9
125.0E-9,1.200,1.200,0.000,0.000,1.200,1.200,446.8E-9,151.9E-9,-137.4E-9,-194.5E-9,-247.8E-9
126.7E-9,1.200,1.200,0.000,0.000,1.200,1.200,435.4E-9,145.0E-9,213.8E-9,254.9E-9,308.0E-9
128.5E-9,1.200,1.200,0.000,0.000,1.200,1.200,436.9E-9,145.1E-9,-51.23E-9,-76.01E-9,-126.4E-9
130.2E-9,1.200,1.200,0.000,0.000,1.200,1.200,429.5E-9,141.0E-9,137.8E-9,153.1E-9,203.6E-9
130.2E-9,1.125,1.200,0.000,0.000,1.200,1.200,-1.559E-6,-1.346E-6,-735.5E-9,-744.1E-9,-773.3E-9
130.2E-9,1.006,1.200,0.000,0.000,1.200,1.200,-4.240E-6,-3.587E-6,-2.100E-6,-2.198E-6,-2.284E-6
130.2E-9,946.2E-3,1.200,0.000,0.000,1.200,1.200,-5.474E-6,-4.691E-6,-2.758E-6,-2.899E-6,-3.012E-6
130.3E-9,827.0E-3,1.200,0.000,0.000,1.200,1.200,-7.669E-6,-6.617E-6,-3.891E-6,-4.105E-6,-4.266E-6
130.3E-9,736.1E-3,1.200,0.000,0.000,1.200,1.200,-8.882E-6,-7.692E-6,-4.537E-6,-4.794E-6,-4.982E-6
130.3E-9,604.9E-3,1.200,0.000,0.000,1.200,1.200,-9.176E-6,-7.957E-6,-4.749E-6,-5.023E-6,-5.220E-6
130.3E-9,541.6E-3,1.200,0.000,0.000,1.200,1.200,-8.538E-6,-7.421E-6,-4.439E-6,-4.696E-6,-4.880E-6
130.3E-9,471.8E-3,1.200,0.000,0.000,1.200,1.200,-7.190E-6,-6.325E-6,-3.722E-6,-3.935E-6,-4.088E-6
130.3E-9,417.7E-3,1.200,0.000,0.000,1.200,1.200,-5.631E-6,-5.085E-6,-2.879E-6,-3.040E-6,-3.157E-6
130.3E-9,374.6E-3,1.200,0.000,0.000,1.200,1.200,-3.992E-6,-3.762E-6,-1.998E-6,-2.105E-6,-2.184E-6
130.3E-9,350.9E-3,1.200,0.000,0.000,1.200,1.200,-2.813E-6,-2.787E-6,-1.387E-6,-1.458E-6,-1.513E-6
130.3E-9,328.6E-3,1.200,0.000,0.000,1.200,1.200,-1.434E-6,-1.604E-6,-679.6E-9,-709.9E-9,-737.1E-9
130.3E-9,306.1E-3,1.200,0.000,0.000,1.200,1.200,267.6E-9,-106.0E-9,196.3E-9,212.8E-9,218.0E-9
130.4E-9,284.5E-3,1.200,0.000,0.000,1.200,1.200,2.143E-6,1.578E-6,1.182E-6,1.249E-6,1.288E-6
130.4E-9,259.7E-3,1.200,0.000,0.000,1.200,1.200,4.581E-6,3.781E-6,2.472E-6,2.600E-6,2.682E-6
130.4E-9,241.3E-3,1.200,0.000,0.000,1.200,1.200,6.626E-6,5.612E-6,3.531E-6,3.709E-6,3.825E-6
130.4E-9,222.5E-3,1.200,0.000,0.000,1.200,1.200,9.036E-6,7.718E-6,4.736E-6,4.974E-6,5.130E-6
130.4E-9,206.6E-3,1.200,0.000,0.000,1.200,1.200,11.17E-6,9.590E-6,5.820E-6,6.114E-6,6.308E-6
130.4E-9,195.1E-3,1.200,0.000,0.000,1.200,1.200,12.85E-6,11.04E-6,6.661E-6,6.999E-6,7.223E-6
130.4E-9,183.9E-3,1.200,0.000,0.000,1.200,1.200,14.62E-6,12.54E-6,7.536E-6,7.922E-6,8.179E-6
130.4E-9,175.4E-3,1.200,0.000,0.000,1.200,1.200,16.01E-6,13.70E-6,8.229E-6,8.653E-6,8.936E-6
130.4E-9,166.8E-3,1.200,0.000,0.000,1.200,1.200,17.42E-6,14.87E-6,8.951E-6,9.415E-6,9.725E-6
130.4E-9,159.3E-3,1.200,0.000,0.000,1.200,1.200,18.62E-6,15.89E-6,9.591E-6,10.09E-6,10.42E-6
130.4E-9,149.0E-3,1.200,0.000,0.000,1.200,1.200,20.23E-6,17.25E-6,10.46E-6,11.00E-6,11.37E-6
130.4E-9,137.1E-3,1.200,0.000,0.000,1.200,1.200,22.03E-6,18.79E-6,11.43E-6,12.03E-6,12.43E-6
130.4E-9,126.3E-3,1.200,0.000,0.000,1.200,1.200,23.62E-6,20.17E-6,12.28E-6,12.93E-6,13.37E-6
130.4E-9,114.3E-3,1.200,0.000,0.000,1.200,1.200,25.41E-6,21.71E-6,13.22E-6,13.93E-6,14.41E-6
130.4E-9,99.85E-3,1.200,0.000,0.000,1.200,1.200,27.60E-6,23.63E-6,14.35E-6,15.12E-6,15.64E-6
130.4E-9,78.96E-3,1.200,0.000,0.000,1.200,1.200,30.88E-6,26.58E-6,15.99E-6,16.86E-6,17.44E-6
130.4E-9,61.00E-3,1.200,0.000,0.000,1.200,1.200,33.73E-6,29.26E-6,17.41E-6,18.36E-6,19.00E-6
130.4E-9,36.92E-3,1.200,0.000,0.000,1.200,1.200,37.36E-6,32.94E-6,19.24E-6,20.29E-6,21.00E-6
130.4E-9,16.59E-3,1.200,0.000,0.000,1.200,1.200,40.31E-6,36.10E-6,20.70E-6,21.82E-6,22.58E-6
130.4E-9,78.60E-15,1.200,0.000,0.000,1.200,1.200,42.64E-6,38.68E-6,21.81E-6,22.99E-6,23.79E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,44.44E-6,40.54E-6,22.61E-6,23.82E-6,24.65E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,45.07E-6,41.20E-6,22.89E-6,24.12E-6,24.95E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,46.25E-6,42.48E-6,23.42E-6,24.67E-6,25.52E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,46.77E-6,43.06E-6,23.65E-6,24.92E-6,25.78E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,47.81E-6,44.21E-6,24.12E-6,25.41E-6,26.28E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,49.82E-6,46.49E-6,25.01E-6,26.34E-6,27.24E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,53.34E-6,50.66E-6,26.62E-6,28.03E-6,28.98E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,56.06E-6,54.16E-6,27.99E-6,29.47E-6,30.46E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,58.12E-6,57.18E-6,29.23E-6,30.76E-6,31.80E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,59.62E-6,59.74E-6,30.35E-6,31.94E-6,33.02E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,60.74E-6,62.02E-6,31.39E-6,33.04E-6,34.15E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,61.63E-6,63.94E-6,32.33E-6,34.02E-6,35.17E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,62.32E-6,65.26E-6,32.98E-6,34.71E-6,35.89E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,63.28E-6,66.57E-6,33.56E-6,35.33E-6,36.52E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,64.59E-6,67.92E-6,34.11E-6,35.91E-6,37.12E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,66.09E-6,69.13E-6,34.62E-6,36.44E-6,37.68E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,67.79E-6,70.30E-6,35.17E-6,37.03E-6,38.29E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,69.82E-6,71.54E-6,35.73E-6,37.63E-6,38.91E-6
130.4E-9,0.000,1.200,0.000,0.000,1.200,1.200,71.93E-6,72.73E-6,36.28E-6,38.21E-6,39.51E-6
130.5E-9,0.000,1.200,0.000,0.000,1.200,1.200,74.25E-6,73.95E-6,36.86E-6,38.83E-6,40.16E-6
130.5E-9,0.000,1.200,0.000,0.000,1.200,1.200,76.00E-6,74.82E-6,37.40E-6,39.41E-6,40.76E-6
130.5E-9,0.000,1.200,0.000,0.000,1.200,1.200,76.96E-6,75.32E-6,37.92E-6,39.96E-6,41.34E-6
130.5E-9,0.000,1.200,0.000,0.000,1.200,1.200,77.29E-6,75.57E-6,38.32E-6,40.39E-6,41.79E-6
130.5E-9,0.000,1.200,0.000,0.000,1.201,1.200,77.42E-6,75.78E-6,38.62E-6,40.71E-6,42.13E-6
130.5E-9,0.000,1.200,0.000,0.000,1.201,1.200,77.54E-6,76.04E-6,38.83E-6,40.94E-6,42.37E-6
130.5E-9,0.000,1.200,0.000,0.000,1.202,1.200,77.86E-6,76.39E-6,38.96E-6,41.09E-6,42.53E-6
130.5E-9,0.000,1.200,0.000,0.000,1.202,1.200,78.47E-6,76.87E-6,39.09E-6,41.23E-6,42.67E-6
130.5E-9,0.000,1.200,0.000,0.000,1.203,1.200,79.34E-6,77.44E-6,39.23E-6,41.38E-6,42.83E-6
130.5E-9,0.000,1.200,0.000,0.000,1.203,1.200,80.37E-6,78.05E-6,39.38E-6,41.54E-6,43.00E-6
130.5E-9,0.000,1.200,0.000,0.000,1.203,1.200,81.47E-6,78.67E-6,39.57E-6,41.74E-6,43.21E-6
130.5E-9,0.000,1.200,0.000,0.000,1.202,1.200,83.06E-6,79.55E-6,39.88E-6,42.07E-6,43.56E-6
130.5E-9,0.000,1.200,0.000,0.000,1.200,1.200,84.73E-6,80.45E-6,40.22E-6,42.43E-6,43.93E-6
130.5E-9,0.000,1.200,0.000,0.000,1.198,1.200,86.74E-6,81.52E-6,40.65E-6,42.90E-6,44.42E-6
130.5E-9,0.000,1.200,0.000,0.000,1.192,1.200,89.77E-6,83.11E-6,41.37E-6,43.66E-6,45.21E-6
130.5E-9,0.000,1.200,0.000,0.000,1.187,1.200,91.81E-6,84.17E-6,41.89E-6,44.22E-6,45.79E-6
130.5E-9,0.000,1.200,0.000,0.000,1.181,1.200,93.90E-6,85.22E-6,42.45E-6,44.82E-6,46.41E-6
130.5E-9,0.000,1.200,0.000,0.000,1.174,1.200,96.18E-6,86.34E-6,43.09E-6,45.50E-6,47.13E-6
130.5E-9,0.000,1.200,0.000,0.000,1.161,1.200,99.33E-6,87.74E-6,44.06E-6,46.53E-6,48.21E-6
130.5E-9,0.000,1.200,0.000,0.000,1.149,1.200,101.6E-6,88.56E-6,44.82E-6,47.35E-6,49.06E-6
130.5E-9,0.000,1.200,0.000,0.000,1.132,1.200,104.1E-6,89.16E-6,45.76E-6,48.36E-6,50.12E-6
130.5E-9,0.000,1.200,0.000,0.000,1.117,1.200,105.6E-6,89.30E-6,46.42E-6,49.07E-6,50.86E-6
130.5E-9,0.000,1.200,0.000,0.000,1.101,1.200,106.8E-6,89.25E-6,47.04E-6,49.73E-6,51.55E-6
130.5E-9,0.000,1.200,0.000,0.000,1.084,1.200,107.9E-6,89.06E-6,47.65E-6,50.39E-6,52.24E-6
130.5E-9,0.000,1.200,0.000,0.000,1.060,1.200,109.1E-6,88.66E-6,48.37E-6,51.17E-6,53.06E-6
130.5E-9,0.000,1.200,0.000,0.000,1.027,1.200,110.4E-6,87.92E-6,49.23E-6,52.09E-6,54.03E-6
130.5E-9,0.000,1.200,0.000,0.000,980.5E-3,1.200,111.7E-6,86.72E-6,50.16E-6,53.10E-6,55.08E-6
130.6E-9,0.000,1.200,0.000,0.000,928.5E-3,1.200,112.7E-6,85.29E-6,50.94E-6,53.95E-6,55.98E-6
130.6E-9,0.000,1.200,0.000,0.000,868.4E-3,1.200,113.3E-6,83.65E-6,51.59E-6,54.66E-6,56.73E-6
130.6E-9,0.000,1.200,0.000,0.000,797.7E-3,1.200,113.7E-6,81.82E-6,52.10E-6,55.21E-6,57.31E-6
130.6E-9,0.000,1.200,0.000,0.000,709.2E-3,1.200,113.6E-6,79.70E-6,52.40E-6,55.55E-6,57.67E-6
130.7E-9,0.000,1.200,0.000,0.000,593.9E-3,1.200,112.7E-6,77.09E-6,52.31E-6,55.47E-6,57.60E-6
130.7E-9,0.000,1.200,0.000,0.000,437.3E-3,1.200,109.4E-6,73.05E-6,51.05E-6,54.15E-6,56.24E-6
130.8E-9,0.000,1.200,0.000,0.000,288.6E-3,1.200,100.5E-6,66.08E-6,47.03E-6,49.90E-6,51.83E-6
