time (s),OP0 (V),OP1 (V),OP2 (V),B0 (V),B1 (V),ena (V),V01 (V),V2 (V),V3 (V)
320.4E-9,1.200,1.200,1.200,1.200,1.200,191.2E-3,1.159,1.157,356.7E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,184.1E-3,1.155,1.154,357.0E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,176.9E-3,1.152,1.150,357.2E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,169.2E-3,1.148,1.146,357.4E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,160.6E-3,1.144,1.142,357.6E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,149.7E-3,1.139,1.137,357.7E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,135.8E-3,1.132,1.130,357.7E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,120.0E-3,1.125,1.122,357.6E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,104.2E-3,1.117,1.114,357.5E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,90.97E-3,1.110,1.108,357.3E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,76.84E-3,1.104,1.101,357.2E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,63.88E-3,1.097,1.095,357.0E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,48.53E-3,1.090,1.087,356.8E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,32.39E-3,1.082,1.079,356.5E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,14.85E-3,1.074,1.071,356.1E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.066,1.064,355.7E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.062,1.060,357.3E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.056,1.053,359.3E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.049,1.046,359.5E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.042,1.039,358.6E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.033,1.030,356.8E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.024,1.021,354.3E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.014,1.012,351.5E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.004,1.001,348.3E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,991.5E-3,988.9E-3,344.6E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,976.1E-3,973.5E-3,339.8E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,955.4E-3,952.8E-3,333.6E-6
320.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,930.0E-3,927.4E-3,326.5E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,909.8E-3,907.2E-3,321.4E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,889.0E-3,886.4E-3,316.6E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,863.3E-3,860.7E-3,310.8E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,845.1E-3,842.5E-3,306.6E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,831.6E-3,829.0E-3,303.7E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,817.7E-3,815.1E-3,300.8E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,807.3E-3,804.7E-3,298.7E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,793.9E-3,791.3E-3,295.8E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,781.4E-3,778.8E-3,293.0E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,768.9E-3,766.4E-3,290.1E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,753.9E-3,751.3E-3,286.5E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,740.1E-3,737.5E-3,283.2E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,729.5E-3,727.0E-3,280.7E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,718.4E-3,715.8E-3,277.9E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,706.3E-3,703.8E-3,275.0E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,695.7E-3,693.2E-3,272.7E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,688.2E-3,685.6E-3,271.4E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,681.1E-3,678.5E-3,270.4E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,674.4E-3,671.9E-3,269.7E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,667.6E-3,665.1E-3,269.1E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,661.0E-3,658.5E-3,268.5E-6
320.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,654.6E-3,652.1E-3,267.8E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,648.4E-3,645.9E-3,267.0E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,641.6E-3,639.1E-3,266.0E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,635.7E-3,633.2E-3,264.9E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,629.1E-3,626.6E-3,263.5E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,621.3E-3,618.8E-3,261.6E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,614.2E-3,611.7E-3,259.6E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,607.1E-3,604.6E-3,257.5E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,600.5E-3,598.0E-3,255.5E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,592.9E-3,590.5E-3,253.0E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,586.6E-3,584.1E-3,250.9E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,578.4E-3,576.0E-3,248.1E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,570.4E-3,568.0E-3,245.3E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,562.7E-3,560.2E-3,242.7E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,553.4E-3,550.9E-3,239.5E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,542.5E-3,540.0E-3,235.8E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,528.4E-3,526.0E-3,231.2E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,511.2E-3,508.8E-3,225.7E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,486.9E-3,484.5E-3,218.3E-6
320.6E-9,1.200,1.200,1.200,1.200,1.200,0.000,454.1E-3,451.8E-3,208.8E-6
320.7E-9,1.200,1.200,1.200,1.200,1.200,0.000,397.4E-3,395.1E-3,193.5E-6
320.7E-9,1.200,1.200,1.200,1.200,1.200,0.000,315.0E-3,312.9E-3,172.6E-6
320.8E-9,1.200,1.200,1.200,1.200,1.200,0.000,202.4E-3,200.8E-3,141.4E-6
320.8E-9,1.200,1.200,1.200,1.200,1.200,0.000,104.9E-3,103.9E-3,103.3E-6
321.0E-9,1.200,1.200,1.200,1.200,1.200,0.000,36.31E-3,35.91E-3,57.65E-6
321.1E-9,1.200,1.200,1.200,1.200,1.200,0.000,12.28E-3,12.14E-3,28.37E-6
321.2E-9,1.200,1.200,1.200,1.200,1.200,0.000,4.738E-3,4.682E-3,14.13E-6
321.2E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.689E-3,1.669E-3,6.432E-6
321.4E-9,1.200,1.200,1.200,1.200,1.200,0.000,412.8E-6,407.9E-6,2.227E-6
321.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,29.61E-6,29.27E-6,473.3E-9
321.8E-9,1.200,1.200,1.200,1.200,1.200,0.000,-3.474E-6,-3.424E-6,151.2E-9
322.2E-9,1.200,1.200,1.200,1.200,1.200,0.000,1.410E-6,1.400E-6,149.2E-9
323.0E-9,1.200,1.200,1.200,1.200,1.200,0.000,-602.2E-9,-589.4E-9,110.9E-9
323.9E-9,1.200,1.200,1.200,1.200,1.200,0.000,542.0E-9,539.0E-9,97.49E-9
325.2E-9,1.200,1.200,1.200,1.200,1.200,0.000,-242.3E-9,-235.7E-9,82.40E-9
326.9E-9,1.200,1.200,1.200,1.200,1.200,0.000,321.2E-9,319.3E-9,74.81E-9
328.5E-9,1.200,1.200,1.200,1.200,1.200,0.000,-123.8E-9,-119.5E-9,69.39E-9
330.2E-9,1.200,1.200,1.200,1.200,1.200,0.000,209.4E-9,208.2E-9,66.16E-9
330.3E-9,900.0E-3,1.200,1.200,1.200,1.200,0.000,-1.097E-6,-1.180E-6,-1.348E-6
330.3E-9,597.4E-3,1.200,1.200,1.200,1.200,0.000,-1.970E-6,-2.105E-6,-2.268E-6
330.3E-9,448.0E-3,1.200,1.200,1.200,1.200,0.000,-2.053E-6,-2.193E-6,-2.343E-6
330.4E-9,294.1E-3,1.200,1.200,1.200,1.200,0.000,-1.764E-6,-1.885E-6,-2.013E-6
330.4E-9,182.2E-3,1.200,1.200,1.200,1.200,0.000,-1.267E-6,-1.357E-6,-1.457E-6
330.4E-9,91.12E-3,1.200,1.200,1.200,1.200,0.000,-641.8E-9,-692.6E-9,-760.7E-9
330.4E-9,45.56E-3,1.200,1.200,1.200,1.200,0.000,-277.5E-9,-305.4E-9,-355.5E-9
330.4E-9,0.000,1.200,1.200,1.200,1.200,0.000,106.5E-9,103.4E-9,72.09E-9
330.4E-9,0.000,1.200,1.200,1.200,1.200,0.000,389.8E-9,405.5E-9,387.5E-9
330.4E-9,0.000,1.200,1.200,1.200,1.200,0.000,704.6E-9,741.6E-9,739.0E-9
330.4E-9,0.000,1.200,1.200,1.200,1.200,0.000,957.9E-9,1.011E-6,1.022E-6
330.4E-9,0.000,1.200,1.200,1.200,1.200,0.000,1.335E-6,1.413E-6,1.443E-6
330.4E-9,0.000,1.200,1.200,1.200,1.200,0.000,1.643E-6,1.740E-6,1.788E-6
330.4E-9,0.000,1.200,1.200,1.200,1.200,0.000,1.734E-6,1.837E-6,1.892E-6
330.5E-9,0.000,1.200,1.200,1.200,1.200,0.000,1.696E-6,1.797E-6,1.853E-6
330.5E-9,0.000,1.200,1.200,1.200,1.200,0.000,1.595E-6,1.689E-6,1.743E-6
330.5E-9,0.000,1.200,1.200,1.200,1.200,0.000,1.446E-6,1.531E-6,1.580E-6
330.5E-9,0.000,1.200,1.200,1.200,1.200,0.000,1.272E-6,1.346E-6,1.390E-6
330.5E-9,0.000,1.200,1.200,1.200,1.200,0.000,1.089E-6,1.152E-6,1.189E-6
330.6E-9,0.000,1.200,1.200,1.200,1.200,0.000,904.4E-9,956.2E-9,986.8E-9
330.6E-9,0.000,1.200,1.200,1.200,1.200,0.000,701.1E-9,740.4E-9,763.7E-9
330.7E-9,0.000,1.200,1.200,1.200,1.200,0.000,480.6E-9,506.3E-9,521.6E-9
330.7E-9,0.000,1.200,1.200,1.200,1.200,0.000,293.0E-9,307.4E-9,315.7E-9
330.9E-9,0.000,1.200,1.200,1.200,1.200,0.000,179.6E-9,186.9E-9,191.1E-9
331.0E-9,0.000,1.200,1.200,1.200,1.200,0.000,125.0E-9,129.2E-9,131.4E-9
331.3E-9,0.000,1.200,1.200,1.200,1.200,0.000,103.8E-9,106.7E-9,108.1E-9
331.6E-9,0.000,1.200,1.200,1.200,1.200,0.000,89.64E-9,91.83E-9,92.88E-9
332.0E-9,0.000,1.200,1.200,1.200,1.200,0.000,82.81E-9,84.63E-9,85.49E-9
332.6E-9,0.000,1.200,1.200,1.200,1.200,0.000,75.34E-9,76.85E-9,77.59E-9
333.3E-9,0.000,1.200,1.200,1.200,1.200,0.000,72.31E-9,73.66E-9,74.33E-9
334.4E-9,0.000,1.200,1.200,1.200,1.200,0.000,66.97E-9,68.11E-9,68.70E-9
335.9E-9,0.000,1.200,1.200,1.200,1.200,0.000,65.35E-9,66.39E-9,66.93E-9
337.9E-9,0.000,1.200,1.200,1.200,1.200,0.000,61.14E-9,62.03E-9,62.51E-9
340.0E-9,0.000,1.200,1.200,1.200,1.200,0.000,60.95E-9,61.79E-9,62.24E-9
340.0E-9,75.00E-3,1.200,1.200,1.200,1.200,0.000,341.3E-9,359.5E-9,372.0E-9
340.0E-9,195.1E-3,1.200,1.200,1.200,1.200,0.000,704.6E-9,745.1E-9,773.7E-9
340.1E-9,435.3E-3,1.200,1.200,1.200,1.200,0.000,1.383E-6,1.467E-6,1.526E-6
340.1E-9,684.8E-3,1.200,1.200,1.200,1.200,0.000,3.094E-6,3.312E-6,3.485E-6
340.1E-9,818.3E-3,1.200,1.200,1.200,1.200,0.000,5.306E-6,5.712E-6,6.052E-6
340.2E-9,956.5E-3,1.200,1.200,1.200,1.200,0.000,9.267E-6,10.02E-6,10.67E-6
340.2E-9,1.075,1.200,1.200,1.200,1.200,0.000,13.77E-6,14.92E-6,15.93E-6
340.2E-9,1.200,1.200,1.200,1.200,1.200,0.000,19.03E-6,20.64E-6,22.07E-6
340.2E-9,1.200,1.169,1.200,1.200,1.200,0.000,19.87E-6,21.56E-6,23.07E-6
340.2E-9,1.200,1.118,1.200,1.200,1.200,0.000,21.14E-6,22.96E-6,24.58E-6
340.2E-9,1.200,1.071,1.200,1.200,1.200,0.000,21.97E-6,23.87E-6,25.57E-6
340.2E-9,1.200,994.2E-3,1.200,1.200,1.200,0.000,22.47E-6,24.43E-6,26.19E-6
340.2E-9,1.200,908.7E-3,1.200,1.200,1.200,0.000,21.75E-6,23.66E-6,25.38E-6
340.3E-9,1.200,791.8E-3,1.200,1.200,1.200,0.000,19.30E-6,21.01E-6,22.56E-6
340.3E-9,1.200,674.3E-3,1.200,1.200,1.200,0.000,16.17E-6,17.61E-6,18.92E-6
340.3E-9,1.200,570.6E-3,1.200,1.200,1.200,0.000,13.49E-6,14.71E-6,15.82E-6
340.3E-9,1.200,459.2E-3,1.200,1.200,1.200,0.000,11.04E-6,12.04E-6,12.95E-6
340.3E-9,1.200,355.2E-3,1.200,1.200,1.200,0.000,9.217E-6,10.05E-6,10.82E-6
340.4E-9,1.200,246.6E-3,1.200,1.200,1.200,0.000,7.823E-6,8.530E-6,9.173E-6
340.4E-9,1.200,163.2E-3,1.200,1.200,1.200,0.000,7.121E-6,7.755E-6,8.327E-6
340.4E-9,1.200,99.27E-3,1.200,1.200,1.200,0.000,6.799E-6,7.393E-6,7.924E-6
340.4E-9,1.200,49.63E-3,1.200,1.200,1.200,0.000,6.632E-6,7.202E-6,7.707E-6
340.4E-9,1.200,24.82E-3,1.200,1.200,1.200,0.000,6.575E-6,7.137E-6,7.630E-6
340.4E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.522E-6,7.074E-6,7.558E-6
340.4E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.587E-6,7.141E-6,7.621E-6
340.4E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.639E-6,7.192E-6,7.669E-6
340.4E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.689E-6,7.240E-6,7.713E-6
340.4E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.786E-6,7.336E-6,7.805E-6
340.4E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.895E-6,7.444E-6,7.907E-6
340.4E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.979E-6,7.526E-6,7.982E-6
340.4E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.993E-6,7.535E-6,7.984E-6
340.4E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.941E-6,7.473E-6,7.909E-6
340.5E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.724E-6,7.233E-6,7.646E-6
340.5E-9,1.200,0.000,1.200,1.200,1.200,0.000,6.334E-6,6.807E-6,7.190E-6
340.5E-9,1.200,0.000,1.200,1.200,1.200,0.000,5.777E-6,6.204E-6,6.548E-6
340.5E-9,1.200,0.000,1.200,1.200,1.200,0.000,5.127E-6,5.503E-6,5.804E-6
340.5E-9,1.200,0.000,1.200,1.200,1.200,0.000,4.371E-6,4.688E-6,4.941E-6
340.5E-9,1.200,0.000,1.200,1.200,1.200,0.000,3.523E-6,3.776E-6,3.976E-6
340.6E-9,1.200,0.000,1.200,1.200,1.200,0.000,2.625E-6,2.811E-6,2.956E-6
340.6E-9,1.200,0.000,1.200,1.200,1.200,0.000,1.792E-6,1.916E-6,2.012E-6
340.7E-9,1.200,0.000,1.200,1.200,1.200,0.000,1.101E-6,1.175E-6,1.230E-6
340.8E-9,1.200,0.000,1.200,1.200,1.200,0.000,619.1E-9,657.8E-9,686.4E-9
340.9E-9,1.200,0.000,1.200,1.200,1.200,0.000,339.8E-9,358.9E-9,372.5E-9
341.1E-9,1.200,0.000,1.200,1.200,1.200,0.000,213.1E-9,223.6E-9,230.8E-9
341.3E-9,1.200,0.000,1.200,1.200,1.200,0.000,155.9E-9,162.8E-9,167.5E-9
341.6E-9,1.200,0.000,1.200,1.200,1.200,0.000,127.3E-9,132.4E-9,135.8E-9
342.0E-9,1.200,0.000,1.200,1.200,1.200,0.000,104.6E-9,108.3E-9,110.8E-9
342.5E-9,1.200,0.000,1.200,1.200,1.200,0.000,91.70E-9,94.55E-9,96.47E-9
343.3E-9,1.200,0.000,1.200,1.200,1.200,0.000,79.39E-9,81.52E-9,82.95E-9
344.3E-9,1.200,0.000,1.200,1.200,1.200,0.000,73.49E-9,75.21E-9,76.34E-9
345.7E-9,1.200,0.000,1.200,1.200,1.200,0.000,66.10E-9,67.41E-9,68.26E-9
347.6E-9,1.200,0.000,1.200,1.200,1.200,0.000,63.68E-9,64.78E-9,65.49E-9
350.2E-9,1.200,0.000,1.200,1.200,1.200,0.000,58.85E-9,59.70E-9,60.23E-9
350.2E-9,1.125,0.000,1.200,1.200,1.200,0.000,-306.0E-9,-327.9E-9,-343.9E-9
350.2E-9,1.005,0.000,1.200,1.200,1.200,0.000,-805.3E-9,-859.8E-9,-899.6E-9
350.3E-9,764.7E-3,0.000,1.200,1.200,1.200,0.000,-1.549E-6,-1.653E-6,-1.728E-6
350.3E-9,617.3E-3,0.000,1.200,1.200,1.200,0.000,-1.798E-6,-1.918E-6,-2.005E-6
350.3E-9,515.8E-3,0.000,1.200,1.200,1.200,0.000,-1.837E-6,-1.959E-6,-2.047E-6
350.3E-9,382.0E-3,0.000,1.200,1.200,1.200,0.000,-1.691E-6,-1.805E-6,-1.887E-6
350.4E-9,279.7E-3,0.000,1.200,1.200,1.200,0.000,-1.412E-6,-1.508E-6,-1.579E-6
350.4E-9,145.5E-3,0.000,1.200,1.200,1.200,0.000,-803.7E-9,-863.2E-9,-909.6E-9
350.4E-9,72.76E-3,0.000,1.200,1.200,1.200,0.000,-362.5E-9,-395.4E-9,-424.2E-9
350.4E-9,0.000,0.000,1.200,1.200,1.200,0.000,92.75E-9,88.32E-9,77.93E-9
350.4E-9,0.000,0.000,1.200,1.200,1.200,0.000,359.9E-9,372.7E-9,373.5E-9
350.4E-9,0.000,0.000,1.200,1.200,1.200,0.000,692.2E-9,726.9E-9,742.4E-9
350.4E-9,0.000,0.000,1.200,1.200,1.200,0.000,931.6E-9,981.7E-9,1.008E-6
350.4E-9,0.000,0.000,1.200,1.200,1.200,0.000,1.208E-6,1.276E-6,1.314E-6
350.4E-9,0.000,0.000,1.200,1.200,1.200,0.000,1.392E-6,1.470E-6,1.518E-6
350.5E-9,0.000,0.000,1.200,1.200,1.200,0.000,1.407E-6,1.485E-6,1.533E-6
350.5E-9,0.000,0.000,1.200,1.200,1.200,0.000,1.349E-6,1.422E-6,1.469E-6
350.5E-9,0.000,0.000,1.200,1.200,1.200,0.000,1.254E-6,1.321E-6,1.364E-6
350.5E-9,0.000,0.000,1.200,1.200,1.200,0.000,1.123E-6,1.182E-6,1.220E-6
350.5E-9,0.000,0.000,1.200,1.200,1.200,0.000,983.8E-9,1.035E-6,1.068E-6
350.5E-9,0.000,0.000,1.200,1.200,1.200,0.000,838.2E-9,881.4E-9,907.9E-9
350.6E-9,0.000,0.000,1.200,1.200,1.200,0.000,684.6E-9,718.9E-9,739.3E-9
350.6E-9,0.000,0.000,1.200,1.200,1.200,0.000,503.5E-9,527.5E-9,541.2E-9
350.7E-9,0.000,0.000,1.200,1.200,1.200,0.000,329.7E-9,343.9E-9,351.3E-9
350.8E-9,0.000,0.000,1.200,1.200,1.200,0.000,200.5E-9,207.7E-9,210.9E-9
350.9E-9,0.000,0.000,1.200,1.200,1.200,0.000,135.4E-9,139.3E-9,140.6E-9
351.1E-9,0.000,0.000,1.200,1.200,1.200,0.000,105.1E-9,107.7E-9,108.6E-9
351.4E-9,0.000,0.000,1.200,1.200,1.200,0.000,95.16E-9,97.39E-9,98.26E-9
351.7E-9,0.000,0.000,1.200,1.200,1.200,0.000,84.25E-9,86.13E-9,86.96E-9
352.2E-9,0.000,0.000,1.200,1.200,1.200,0.000,79.82E-9,81.50E-9,82.28E-9
352.8E-9,0.000,0.000,1.200,1.200,1.200,0.000,71.50E-9,72.87E-9,73.55E-9
353.7E-9,0.000,0.000,1.200,1.200,1.200,0.000,69.10E-9,70.31E-9,70.93E-9
354.8E-9,0.000,0.000,1.200,1.200,1.200,0.000,62.70E-9,63.67E-9,64.18E-9
356.5E-9,0.000,0.000,1.200,1.200,1.200,0.000,62.08E-9,62.96E-9,63.42E-9
358.2E-9,0.000,0.000,1.200,1.200,1.200,0.000,57.63E-9,58.35E-9,58.75E-9
360.0E-9,0.000,0.000,1.200,1.200,1.200,0.000,58.80E-9,59.52E-9,59.90E-9
360.0E-9,75.00E-3,75.00E-3,1.200,1.200,1.200,0.000,596.6E-9,630.5E-9,653.9E-9
360.0E-9,195.1E-3,195.1E-3,1.200,1.200,1.200,0.000,1.275E-6,1.350E-6,1.404E-6
360.1E-9,341.5E-3,341.5E-3,1.200,1.200,1.200,0.000,1.957E-6,2.075E-6,2.158E-6
360.1E-9,506.8E-3,506.8E-3,1.200,1.200,1.200,0.000,2.833E-6,3.011E-6,3.140E-6
360.1E-9,544.0E-3,544.0E-3,1.200,1.200,1.200,0.000,3.084E-6,3.281E-6,3.424E-6
360.1E-9,618.5E-3,618.5E-3,1.200,1.200,1.200,0.000,3.841E-6,4.097E-6,4.290E-6
360.1E-9,697.5E-3,697.5E-3,1.200,1.200,1.200,0.000,5.275E-6,5.650E-6,5.948E-6
360.1E-9,805.2E-3,805.2E-3,1.200,1.200,1.200,0.000,8.892E-6,9.577E-6,10.15E-6
360.2E-9,907.4E-3,907.4E-3,1.200,1.200,1.200,0.000,14.35E-6,15.51E-6,16.52E-6
360.2E-9,1.032,1.032,1.200,1.200,1.200,0.000,23.32E-6,25.27E-6,26.99E-6
360.2E-9,1.200,1.200,1.200,1.200,1.200,0.000,37.41E-6,40.61E-6,43.46E-6
360.2E-9,1.200,1.200,1.168,1.200,1.200,0.000,39.43E-6,42.82E-6,45.85E-6
360.2E-9,1.200,1.200,1.110,1.200,1.200,0.000,42.76E-6,46.46E-6,49.78E-6
360.2E-9,1.200,1.200,1.056,1.200,1.200,0.000,44.80E-6,48.70E-6,52.20E-6
360.2E-9,1.200,1.200,980.2E-3,1.200,1.200,0.000,45.67E-6,49.66E-6,53.25E-6
360.3E-9,1.200,1.200,889.1E-3,1.200,1.200,0.000,43.96E-6,47.82E-6,51.29E-6
360.3E-9,1.200,1.200,790.6E-3,1.200,1.200,0.000,39.95E-6,43.47E-6,46.64E-6
360.3E-9,1.200,1.200,687.3E-3,1.200,1.200,0.000,34.83E-6,37.91E-6,40.67E-6
360.3E-9,1.200,1.200,587.6E-3,1.200,1.200,0.000,29.94E-6,32.59E-6,34.97E-6
360.3E-9,1.200,1.200,475.5E-3,1.200,1.200,0.000,25.05E-6,27.26E-6,29.26E-6
360.3E-9,1.200,1.200,376.5E-3,1.200,1.200,0.000,21.37E-6,23.26E-6,24.96E-6
360.4E-9,1.200,1.200,275.6E-3,1.200,1.200,0.000,18.28E-6,19.89E-6,21.34E-6
360.4E-9,1.200,1.200,242.4E-3,1.200,1.200,0.000,17.42E-6,18.95E-6,20.32E-6
360.4E-9,1.200,1.200,175.9E-3,1.200,1.200,0.000,16.03E-6,17.43E-6,18.67E-6
360.4E-9,1.200,1.200,114.3E-3,1.200,1.200,0.000,15.34E-6,16.65E-6,17.81E-6
360.4E-9,1.200,1.200,53.20E-3,1.200,1.200,0.000,15.40E-6,16.67E-6,17.78E-6
360.4E-9,1.200,1.200,0.000,1.200,1.200,0.000,15.89E-6,17.17E-6,18.26E-6
360.4E-9,1.200,1.200,0.000,1.200,1.200,0.000,16.19E-6,17.48E-6,18.57E-6
360.4E-9,1.200,1.200,0.000,1.200,1.200,0.000,16.53E-6,17.83E-6,18.91E-6
360.4E-9,1.200,1.200,0.000,1.200,1.200,0.000,16.70E-6,18.01E-6,19.08E-6
360.4E-9,1.200,1.200,0.000,1.200,1.200,0.000,16.72E-6,18.01E-6,19.06E-6
360.4E-9,1.200,1.200,0.000,1.200,1.200,0.000,16.32E-6,17.56E-6,18.57E-6
360.4E-9,1.200,1.200,0.000,1.200,1.200,0.000,15.64E-6,16.82E-6,17.78E-6
360.5E-9,1.200,1.200,0.000,1.200,1.200,0.000,14.69E-6,15.79E-6,16.68E-6
360.5E-9,1.200,1.200,0.000,1.200,1.200,0.000,13.47E-6,14.47E-6,15.29E-6
360.5E-9,1.200,1.200,0.000,1.200,1.200,0.000,11.97E-6,12.86E-6,13.58E-6
360.5E-9,1.200,1.200,0.000,1.200,1.200,0.000,10.24E-6,11.00E-6,11.61E-6
360.5E-9,1.200,1.200,0.000,1.200,1.200,0.000,8.341E-6,8.955E-6,9.446E-6
360.6E-9,1.200,1.200,0.000,1.200,1.200,0.000,6.318E-6,6.780E-6,7.148E-6
360.6E-9,1.200,1.200,0.000,1.200,1.200,0.000,4.346E-6,4.660E-6,4.908E-6
360.7E-9,1.200,1.200,0.000,1.200,1.200,0.000,2.655E-6,2.844E-6,2.991E-6
360.7E-9,1.200,1.200,0.000,1.200,1.200,0.000,1.409E-6,1.506E-6,1.580E-6
360.8E-9,1.200,1.200,0.000,1.200,1.200,0.000,658.1E-9,700.5E-9,732.1E-9
361.0E-9,1.200,1.200,0.000,1.200,1.200,0.000,307.1E-9,324.3E-9,336.7E-9
361.2E-9,1.200,1.200,0.000,1.200,1.200,0.000,181.8E-9,190.5E-9,196.6E-9
361.4E-9,1.200,1.200,0.000,1.200,1.200,0.000,135.7E-9,141.4E-9,145.4E-9
361.7E-9,1.200,1.200,0.000,1.200,1.200,0.000,109.8E-9,113.9E-9,116.7E-9
362.2E-9,1.200,1.200,0.000,1.200,1.200,0.000,91.52E-9,94.41E-9,96.40E-9
362.8E-9,1.200,1.200,0.000,1.200,1.200,0.000,79.86E-9,82.10E-9,83.59E-9
363.7E-9,1.200,1.200,0.000,1.200,1.200,0.000,71.09E-9,72.67E-9,73.75E-9
364.9E-9,1.200,1.200,0.000,1.200,1.200,0.000,65.67E-9,66.99E-9,67.85E-9
366.5E-9,1.200,1.200,0.000,1.200,1.200,0.000,61.16E-9,62.11E-9,62.74E-9
368.4E-9,1.200,1.200,0.000,1.200,1.200,0.000,59.06E-9,59.97E-9,60.53E-9
370.2E-9,1.200,1.200,0.000,1.200,1.200,0.000,57.15E-9,57.85E-9,58.29E-9
370.3E-9,900.0E-3,1.200,0.000,1.200,1.200,0.000,-864.6E-9,-924.6E-9,-969.2E-9
