time (s),OP0 (V),OP1 (V),OP2 (V),B0 (V),B1 (V),ena (V),V01 (V),V2 (V),V3 (V)
30.54E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,49.08E-6,52.00E-6
30.54E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,48.66E-6,51.54E-6
30.55E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,48.23E-6,51.07E-6
30.55E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,47.80E-6,50.59E-6
30.55E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,47.45E-6,50.20E-6
30.56E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,47.16E-6,49.87E-6
30.56E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,46.92E-6,49.60E-6
30.56E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,46.65E-6,49.29E-6
30.57E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,46.08E-6,48.67E-6
30.57E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,45.44E-6,47.98E-6
30.57E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,44.43E-6,46.90E-6
30.58E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,43.48E-6,45.89E-6
30.58E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,42.49E-6,44.83E-6
30.58E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,41.38E-6,43.65E-6
30.59E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,40.07E-6,42.26E-6
30.59E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,39.10E-6,41.23E-6
30.60E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,38.20E-6,40.27E-6
30.60E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,36.87E-6,38.85E-6
30.61E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,36.01E-6,37.93E-6
30.61E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,35.35E-6,37.24E-6
30.61E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,34.62E-6,36.47E-6
30.62E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,33.90E-6,35.71E-6
30.62E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,32.87E-6,34.62E-6
30.62E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,32.03E-6,33.72E-6
30.63E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,31.07E-6,32.71E-6
30.63E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,29.97E-6,31.56E-6
30.63E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,28.61E-6,30.13E-6
30.64E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,27.02E-6,28.45E-6
30.65E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,24.93E-6,26.25E-6
30.66E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,22.42E-6,23.60E-6
30.68E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,19.31E-6,20.33E-6
30.70E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,15.87E-6,16.70E-6
30.72E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,11.95E-6,12.57E-6
30.77E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,7.435E-6,7.821E-6
30.85E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,3.598E-6,3.782E-6
30.96E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,1.133E-6,1.188E-6
31.11E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,256.9E-9,266.6E-9
31.32E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,95.51E-9,97.25E-9
31.60E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,84.66E-9,86.07E-9
31.99E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,75.68E-9,76.76E-9
32.54E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,69.87E-9,70.74E-9
33.30E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,65.39E-9,66.10E-9
34.37E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,62.39E-9,62.99E-9
35.86E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,59.89E-9,60.39E-9
37.95E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,58.19E-9,58.64E-9
40.00E-9,0.000,0.000,1.200,1.200,1.200,1.200,1.200,56.96E-9,57.36E-9
40.01E-9,75.00E-3,75.00E-3,1.200,1.200,1.200,1.200,1.200,788.0E-9,826.8E-9
40.03E-9,195.0E-3,195.0E-3,1.200,1.200,1.200,1.200,1.200,1.754E-6,1.847E-6
40.04E-9,255.0E-3,255.0E-3,1.200,1.200,1.200,1.200,1.200,2.160E-6,2.277E-6
40.06E-9,375.0E-3,375.0E-3,1.200,1.200,1.200,1.200,1.200,2.963E-6,3.128E-6
40.07E-9,447.7E-3,447.7E-3,1.200,1.200,1.200,1.200,1.200,3.606E-6,3.815E-6
40.08E-9,508.7E-3,508.7E-3,1.200,1.200,1.200,1.200,1.200,4.470E-6,4.746E-6
40.10E-9,576.8E-3,576.8E-3,1.200,1.200,1.200,1.200,1.200,6.214E-6,6.639E-6
40.11E-9,632.7E-3,632.7E-3,1.200,1.200,1.200,1.200,1.200,8.672E-6,9.314E-6
40.11E-9,665.7E-3,665.7E-3,1.200,1.200,1.200,1.200,1.200,10.73E-6,11.55E-6
40.12E-9,701.8E-3,701.8E-3,1.200,1.200,1.200,1.200,1.200,13.62E-6,14.69E-6
40.12E-9,733.3E-3,733.3E-3,1.200,1.200,1.200,1.200,1.200,16.84E-6,18.18E-6
40.13E-9,758.7E-3,758.7E-3,1.200,1.200,1.200,1.200,1.200,19.95E-6,21.55E-6
40.13E-9,781.4E-3,781.4E-3,1.200,1.200,1.200,1.200,1.200,23.11E-6,24.97E-6
40.14E-9,816.5E-3,816.5E-3,1.200,1.200,1.200,1.200,1.200,28.66E-6,30.96E-6
40.14E-9,842.7E-3,842.7E-3,1.200,1.200,1.200,1.200,1.200,33.26E-6,35.93E-6
40.15E-9,877.6E-3,877.6E-3,1.200,1.200,1.200,1.200,1.200,39.90E-6,43.10E-6
40.15E-9,920.5E-3,920.5E-3,1.200,1.200,1.200,1.200,1.200,48.62E-6,52.54E-6
40.16E-9,956.2E-3,956.2E-3,1.200,1.200,1.200,1.200,1.200,55.88E-6,60.40E-6
40.16E-9,987.6E-3,987.6E-3,1.200,1.200,1.200,1.200,1.200,61.97E-6,67.00E-6
40.17E-9,1.017,1.017,1.200,1.200,1.200,1.200,1.200,67.15E-6,72.61E-6
40.17E-9,1.047,1.047,1.200,1.200,1.200,1.200,1.200,71.69E-6,77.53E-6
40.18E-9,1.075,1.075,1.200,1.200,1.200,1.200,1.200,75.38E-6,81.50E-6
40.19E-9,1.112,1.112,1.200,1.200,1.200,1.200,1.200,79.35E-6,85.77E-6
40.19E-9,1.153,1.153,1.200,1.200,1.200,1.200,1.200,83.00E-6,89.64E-6
40.20E-9,1.176,1.176,1.200,1.200,1.200,1.200,1.200,85.06E-6,91.81E-6
40.20E-9,1.200,1.200,1.200,1.200,1.200,1.200,1.200,87.23E-6,94.07E-6
40.20E-9,1.200,1.200,1.188,1.200,1.200,1.200,1.200,87.98E-6,94.85E-6
40.21E-9,1.200,1.200,1.170,1.200,1.200,1.200,1.200,89.28E-6,96.18E-6
40.21E-9,1.200,1.200,1.152,1.200,1.200,1.200,1.200,90.56E-6,97.46E-6
40.21E-9,1.200,1.200,1.133,1.200,1.200,1.200,1.200,91.91E-6,98.81E-6
40.21E-9,1.200,1.200,1.112,1.200,1.200,1.200,1.200,93.48E-6,100.4E-6
40.22E-9,1.200,1.200,1.101,1.200,1.200,1.200,1.200,94.40E-6,101.3E-6
40.22E-9,1.200,1.200,1.085,1.200,1.200,1.200,1.200,95.97E-6,102.8E-6
40.22E-9,1.200,1.200,1.073,1.200,1.200,1.200,1.200,97.35E-6,104.2E-6
40.22E-9,1.200,1.200,1.053,1.200,1.200,1.200,1.200,99.70E-6,106.5E-6
40.23E-9,1.200,1.200,1.037,1.200,1.200,1.200,1.200,101.6E-6,108.3E-6
40.23E-9,1.200,1.200,1.020,1.200,1.200,1.200,1.200,103.5E-6,110.2E-6
40.23E-9,1.200,1.200,1.001,1.200,1.200,1.200,1.200,105.5E-6,112.2E-6
40.24E-9,1.200,1.200,976.5E-3,1.200,1.200,1.200,1.200,108.2E-6,114.8E-6
40.24E-9,1.200,1.200,955.2E-3,1.200,1.200,1.200,1.200,110.8E-6,117.4E-6
40.24E-9,1.200,1.200,935.3E-3,1.200,1.200,1.200,1.200,113.4E-6,120.0E-6
40.25E-9,1.200,1.200,916.6E-3,1.200,1.200,1.200,1.200,115.8E-6,122.4E-6
40.25E-9,1.200,1.200,897.5E-3,1.200,1.200,1.200,1.200,118.2E-6,124.9E-6
40.25E-9,1.200,1.200,876.9E-3,1.200,1.200,1.200,1.200,121.0E-6,127.8E-6
40.26E-9,1.200,1.200,856.6E-3,1.200,1.200,1.200,1.200,124.1E-6,131.1E-6
40.26E-9,1.200,1.200,840.7E-3,1.200,1.200,1.200,1.200,126.9E-6,134.0E-6
40.26E-9,1.200,1.200,825.5E-3,1.200,1.200,1.200,1.200,129.9E-6,137.2E-6
40.27E-9,1.200,1.200,809.8E-3,1.200,1.200,1.200,1.200,133.4E-6,140.8E-6
40.27E-9,1.200,1.200,794.4E-3,1.200,1.200,1.200,1.200,137.1E-6,144.7E-6
40.27E-9,1.200,1.200,777.5E-3,1.200,1.200,1.200,1.200,141.4E-6,149.3E-6
40.27E-9,1.200,1.200,763.6E-3,1.200,1.200,1.200,1.200,145.1E-6,153.2E-6
40.27E-9,1.200,1.200,752.2E-3,1.200,1.200,1.200,1.200,148.1E-6,156.4E-6
40.28E-9,1.200,1.200,739.6E-3,1.200,1.200,1.200,1.200,151.3E-6,159.8E-6
40.28E-9,1.200,1.200,729.7E-3,1.200,1.200,1.200,1.200,153.7E-6,162.3E-6
40.28E-9,1.200,1.200,721.1E-3,1.200,1.200,1.200,1.200,155.5E-6,164.3E-6
40.28E-9,1.200,1.200,714.0E-3,1.200,1.200,1.200,1.200,157.0E-6,165.8E-6
40.28E-9,1.200,1.200,706.6E-3,1.200,1.200,1.200,1.200,158.4E-6,167.4E-6
40.28E-9,1.200,1.200,699.3E-3,1.200,1.200,1.200,1.200,159.8E-6,168.8E-6
40.29E-9,1.200,1.200,689.6E-3,1.200,1.200,1.200,1.200,161.6E-6,170.8E-6
40.29E-9,1.200,1.200,680.4E-3,1.200,1.200,1.200,1.200,163.3E-6,172.6E-6
40.29E-9,1.200,1.200,671.7E-3,1.200,1.200,1.200,1.200,164.9E-6,174.2E-6
40.29E-9,1.200,1.200,662.8E-3,1.200,1.200,1.200,1.200,166.5E-6,175.9E-6
40.29E-9,1.200,1.200,653.2E-3,1.200,1.200,1.200,1.200,168.1E-6,177.7E-6
40.29E-9,1.200,1.200,644.9E-3,1.200,1.200,1.200,1.200,169.4E-6,179.1E-6
40.29E-9,1.200,1.200,634.3E-3,1.200,1.200,1.200,1.200,170.9E-6,180.7E-6
40.30E-9,1.200,1.200,624.3E-3,1.200,1.200,1.200,1.200,172.2E-6,182.1E-6
40.30E-9,1.200,1.200,614.4E-3,1.200,1.200,1.200,1.200,173.5E-6,183.4E-6
40.30E-9,1.200,1.200,601.5E-3,1.200,1.200,1.200,1.200,174.9E-6,184.9E-6
40.30E-9,1.200,1.200,586.0E-3,1.200,1.200,1.200,1.200,176.3E-6,186.5E-6
40.30E-9,1.200,1.200,570.8E-3,1.200,1.200,1.200,1.200,177.5E-6,187.7E-6
40.31E-9,1.200,1.200,559.0E-3,1.200,1.200,1.200,1.200,178.1E-6,188.4E-6
40.31E-9,1.200,1.200,547.7E-3,1.200,1.200,1.200,1.200,178.6E-6,188.8E-6
40.31E-9,1.200,1.200,540.6E-3,1.200,1.200,1.200,1.200,178.7E-6,189.0E-6
40.31E-9,1.200,1.200,533.0E-3,1.200,1.200,1.200,1.200,178.9E-6,189.1E-6
40.31E-9,1.200,1.200,525.7E-3,1.200,1.200,1.200,1.200,178.9E-6,189.2E-6
40.31E-9,1.200,1.200,518.1E-3,1.200,1.200,1.200,1.200,178.9E-6,189.2E-6
40.31E-9,1.200,1.200,510.8E-3,1.200,1.200,1.200,1.200,178.9E-6,189.2E-6
40.32E-9,1.200,1.200,500.7E-3,1.200,1.200,1.200,1.200,178.8E-6,189.0E-6
40.32E-9,1.200,1.200,490.9E-3,1.200,1.200,1.200,1.200,178.5E-6,188.8E-6
40.32E-9,1.200,1.200,480.8E-3,1.200,1.200,1.200,1.200,178.2E-6,188.4E-6
40.32E-9,1.200,1.200,467.7E-3,1.200,1.200,1.200,1.200,177.6E-6,187.7E-6
40.32E-9,1.200,1.200,457.8E-3,1.200,1.200,1.200,1.200,177.0E-6,187.1E-6
40.33E-9,1.200,1.200,447.2E-3,1.200,1.200,1.200,1.200,176.3E-6,186.4E-6
40.33E-9,1.200,1.200,441.5E-3,1.200,1.200,1.200,1.200,176.0E-6,186.0E-6
40.33E-9,1.200,1.200,432.8E-3,1.200,1.200,1.200,1.200,175.4E-6,185.4E-6
40.33E-9,1.200,1.200,426.0E-3,1.200,1.200,1.200,1.200,174.9E-6,184.9E-6
40.33E-9,1.200,1.200,416.7E-3,1.200,1.200,1.200,1.200,174.2E-6,184.2E-6
40.33E-9,1.200,1.200,407.1E-3,1.200,1.200,1.200,1.200,173.6E-6,183.5E-6
40.33E-9,1.200,1.200,396.6E-3,1.200,1.200,1.200,1.200,172.9E-6,182.7E-6
40.34E-9,1.200,1.200,386.3E-3,1.200,1.200,1.200,1.200,172.2E-6,182.0E-6
40.34E-9,1.200,1.200,374.0E-3,1.200,1.200,1.200,1.200,171.4E-6,181.1E-6
40.34E-9,1.200,1.200,358.4E-3,1.200,1.200,1.200,1.200,170.4E-6,180.0E-6
40.34E-9,1.200,1.200,343.1E-3,1.200,1.200,1.200,1.200,169.4E-6,178.8E-6
40.35E-9,1.200,1.200,325.9E-3,1.200,1.200,1.200,1.200,168.2E-6,177.5E-6
40.35E-9,1.200,1.200,308.8E-3,1.200,1.200,1.200,1.200,166.8E-6,176.0E-6
40.35E-9,1.200,1.200,294.0E-3,1.200,1.200,1.200,1.200,165.6E-6,174.6E-6
40.35E-9,1.200,1.200,280.9E-3,1.200,1.200,1.200,1.200,164.4E-6,173.3E-6
40.36E-9,1.200,1.200,266.1E-3,1.200,1.200,1.200,1.200,163.1E-6,171.8E-6
40.36E-9,1.200,1.200,252.5E-3,1.200,1.200,1.200,1.200,161.8E-6,170.4E-6
40.36E-9,1.200,1.200,240.1E-3,1.200,1.200,1.200,1.200,160.6E-6,169.1E-6
40.36E-9,1.200,1.200,226.9E-3,1.200,1.200,1.200,1.200,159.4E-6,167.8E-6
40.36E-9,1.200,1.200,212.5E-3,1.200,1.200,1.200,1.200,158.2E-6,166.5E-6
40.37E-9,1.200,1.200,195.6E-3,1.200,1.200,1.200,1.200,157.0E-6,165.2E-6
40.37E-9,1.200,1.200,181.5E-3,1.200,1.200,1.200,1.200,156.1E-6,164.2E-6
40.37E-9,1.200,1.200,163.3E-3,1.200,1.200,1.200,1.200,155.1E-6,163.2E-6
40.38E-9,1.200,1.200,146.8E-3,1.200,1.200,1.200,1.200,154.5E-6,162.6E-6
40.38E-9,1.200,1.200,130.0E-3,1.200,1.200,1.200,1.200,154.2E-6,162.3E-6
40.38E-9,1.200,1.200,112.5E-3,1.200,1.200,1.200,1.200,154.1E-6,162.2E-6
40.38E-9,1.200,1.200,95.20E-3,1.200,1.200,1.200,1.200,154.2E-6,162.3E-6
40.39E-9,1.200,1.200,78.29E-3,1.200,1.200,1.200,1.200,154.5E-6,162.7E-6
40.39E-9,1.200,1.200,62.68E-3,1.200,1.200,1.200,1.200,154.8E-6,163.1E-6
40.39E-9,1.200,1.200,45.31E-3,1.200,1.200,1.200,1.200,155.2E-6,163.5E-6
40.40E-9,1.200,1.200,29.30E-3,1.200,1.200,1.200,1.200,155.6E-6,164.0E-6
40.40E-9,1.200,1.200,14.65E-3,1.200,1.200,1.200,1.200,155.9E-6,164.3E-6
40.40E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,156.1E-6,164.5E-6
40.40E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,156.1E-6,164.6E-6
40.40E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,156.2E-6,164.7E-6
40.40E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,156.2E-6,164.8E-6
40.40E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,156.3E-6,164.8E-6
40.41E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,156.3E-6,164.9E-6
40.41E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,156.2E-6,164.9E-6
40.41E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,155.7E-6,164.5E-6
40.42E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,155.0E-6,163.8E-6
40.42E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,154.0E-6,162.9E-6
40.42E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,152.5E-6,161.3E-6
40.43E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,151.1E-6,159.9E-6
40.43E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,149.3E-6,158.0E-6
40.44E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,147.1E-6,155.7E-6
40.44E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,143.9E-6,152.5E-6
40.45E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,140.7E-6,149.1E-6
40.45E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,138.3E-6,146.5E-6
40.46E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,136.1E-6,144.1E-6
40.46E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,134.5E-6,142.4E-6
40.46E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,133.1E-6,140.7E-6
40.47E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,131.8E-6,139.2E-6
40.47E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,131.1E-6,138.2E-6
40.48E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,131.0E-6,137.9E-6
40.48E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,131.0E-6,137.7E-6
40.48E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,131.1E-6,137.6E-6
40.48E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,131.3E-6,137.8E-6
40.49E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,131.6E-6,138.0E-6
40.49E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,131.9E-6,138.4E-6
40.49E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,132.4E-6,138.9E-6
40.49E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,133.0E-6,139.6E-6
40.50E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,133.9E-6,140.7E-6
40.50E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,135.4E-6,142.5E-6
40.51E-9,1.200,1.200,0.000,1.200,1.200,1.200,1.200,137.3E-6,144.6E-6
